gene,residual_baseline_cindex,residual_perturbed_cindex_mean,residual_perturbed_cindex_std,residual_delta_cindex_mean,residual_delta_cindex_std,residual_method,residual_n_repeats,gated_baseline_cindex,gated_perturbed_cindex_mean,gated_perturbed_cindex_std,gated_delta_cindex_mean,gated_delta_cindex_std,gated_method,gated_n_repeats,max_delta_cindex,mean_delta_cindex
PROX1,0.6623070974683118,0.6618128635309148,0.0005132187432286706,0.0004942339373970039,0.0005132187432286706,shuffle,10,0.6660054466597183,0.6661163971354604,0.00019664901073719428,-0.00011095047574216643,0.00019664901073719428,shuffle,10,0.0004942339373970039,0.00019164173082741875
EPB41L4A-DT,0.6623070974683118,0.661819587802172,0.0005580031071603439,0.0004875096661398626,0.0005580031071603439,shuffle,10,0.6660054466597183,0.6660256194734895,0.00020953416199956997,-2.017281377120206e-05,0.00020953416199956997,shuffle,10,0.0004875096661398626,0.00023366842618433026
BOLA2,0.6623070974683118,0.6618263120734291,0.0002731618814100808,0.0004807853948827212,0.0002731618814100808,shuffle,10,0.6660054466597183,0.6659819117103183,0.0001533738322019519,2.3534949399994787e-05,0.0001533738322019519,shuffle,10,0.0004807853948827212,0.000252160172141358
GPAM,0.6623070974683118,0.6618296742090576,0.0002671998989517552,0.00047742325925426154,0.0002671998989517552,shuffle,10,0.6660054466597183,0.665991998117204,0.00038369613334734027,1.3448542514282735e-05,0.00038369613334734027,shuffle,10,0.00047742325925426154,0.00024543590088427214
EPM2A,0.6623070974683118,0.661833036344686,0.00040969798927733506,0.0004740611236258019,0.00040969798927733506,shuffle,10,0.6660054466597183,0.6661802777124028,0.00011724167551466974,-0.00017483105268456534,0.00011724167551466974,shuffle,10,0.0004740611236258019,0.00014961503547061827
FXYD5,0.6623070974683118,0.6618498470228288,0.0003627992054659161,0.0004572504454830595,0.0003627992054659161,shuffle,10,0.6660054466597183,0.6661096728642033,0.00028665040738384937,-0.00010422620448502506,0.00028665040738384937,shuffle,10,0.0004572504454830595,0.0001765121204990172
USP21,0.6623070974683118,0.6618498470228289,0.0003750552336316734,0.00045725044548294846,0.0003750552336316734,shuffle,10,0.6660054466597183,0.6661533806273746,0.00024160635071406999,-0.00014793396765633293,0.00024160635071406999,shuffle,10,0.00045725044548294846,0.00015465823891330777
PTPN22,0.6623070974683118,0.6618532091584575,0.000450137102477752,0.0004538883098543778,0.000450137102477752,shuffle,10,0.6660054466597183,0.6660726893722894,0.00046901490750689566,-6.724271257108061e-05,0.00046901490750689566,shuffle,10,0.0004538883098543778,0.00019332279864164859
CNGA2,0.6623070974683118,0.6618700198366001,0.0005189029114943449,0.0004370776317117464,0.0005189029114943449,shuffle,10,0.6660054466597183,0.6661870019836601,0.00018242490624685516,-0.00018155532394181773,0.00018242490624685516,shuffle,10,0.0004370776317117464,0.00012776115388496434
CXorf1,0.6623070974683118,0.6618700198366002,0.0004982317467059155,0.0004370776317116354,0.0004982317467059155,shuffle,10,0.6660054466597183,0.665894496183976,0.00011356854220525713,0.00011095047574227745,0.00011356854220525713,shuffle,10,0.0004370776317116354,0.0002740140537269564
