Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,source
GO_Biological_Process_2023,Negative Regulation Of Interleukin-1 Production (GO:0032692),1/30,0.0383007358905153,0.1158332572125902,0,0,27.51034482758621,89.74661743899148,CARD18,all_perturbation
GO_Biological_Process_2023,Regulation Of Response To Biotic Stimulus (GO:0002831),1/31,0.0395528195360064,0.1158332572125902,0,0,26.592,85.8953057509563,RNF135,all_perturbation
GO_Biological_Process_2023,Positive Regulation Of Mononuclear Cell Migration (GO:0071677),1/31,0.0395528195360064,0.1158332572125902,0,0,26.592,85.8953057509563,IL12A,all_perturbation
GO_Biological_Process_2023,Regulation Of Natural Killer Cell Mediated Cytotoxicity (GO:0042269),1/32,0.0408033357136717,0.1173990711761782,0,0,25.732903225806453,82.31933722871672,IL12A,all_perturbation
GO_Biological_Process_2023,Positive Regulation Of T Cell Mediated Cytotoxicity (GO:0001916),1/33,0.0420522863055333,0.1189064647259908,0,0,24.9275,78.99129706265623,IL12A,all_perturbation
GO_Biological_Process_2023,Regulation Of Interleukin-17 Production (GO:0032660),1/34,0.0432996732000933,0.1203584136409373,0,0,24.17090909090909,75.88723251587066,IL12A,all_perturbation
GO_Biological_Process_2023,Cellular Component Assembly (GO:0022607),2/260,0.0445845804559288,0.1205207054340209,0,0,6.368217054263566,19.807493508063995,HAS3;APBA1,all_perturbation
GO_Biological_Process_2023,Positive Regulation Of Interferon-Beta Production (GO:0032728),1/36,0.0457897633734358,0.1205207054340209,0,0,22.78742857142857,70.2694731674912,RNF135,all_perturbation
GO_Biological_Process_2023,Regulation Of T Cell Mediated Cytotoxicity (GO:0001914),1/36,0.0457897633734358,0.1205207054340209,0,0,22.78742857142857,70.2694731674912,IL12A,all_perturbation
GO_Biological_Process_2023,Negative Regulation Of Endothelial Cell Proliferation (GO:0001937),1/37,0.0470324704132764,0.1205207054340209,0,0,22.15333333333333,67.72090251278901,IL12A,all_perturbation
GO_Biological_Process_2023,Negative Regulation Of Smooth Muscle Cell Proliferation (GO:0048662),1/37,0.0470324704132764,0.1205207054340209,0,0,22.15333333333333,67.72090251278901,IL12A,all_perturbation
GO_Biological_Process_2023,Fatty Acid Transport (GO:0015908),1/38,0.048273621231532,0.1209215814749554,0,0,21.553513513513515,65.32589775680604,FABP6,all_perturbation
GO_Biological_Process_2023,Chemical Synaptic Transmission (GO:0007268),2/273,0.0486635632765064,0.1209215814749554,0,0,6.058733087330873,18.31448812564333,APBA1;DBH,all_perturbation
GO_Biological_Process_2023,Negative Regulation Of Protein Secretion (GO:0050709),1/39,0.0495132177144412,0.1211965329129607,0,0,20.98526315789473,63.07153622173417,IL12A,all_perturbation
GO_Biological_Process_2023,Negative Regulation Of Secretion By Cell (GO:1903531),1/40,0.0507512617202016,0.1224001017957805,0,0,20.446153846153845,60.94627977000699,IL12A,all_perturbation
GO_Biological_Process_2023,Positive Regulation Of Cell Differentiation (GO:0045597),2/283,0.0518914671193437,0.1233362406894547,0,0,5.840154211150653,17.278685577427677,ADIRF;ASB4,all_perturbation
GO_Biological_Process_2023,Positive Regulation Of T Cell Mediated Immunity (GO:0002711),1/43,0.0544560975367494,0.1275828570860987,0,0,18.982857142857146,55.24695668935345,IL12A,all_perturbation
GO_Biological_Process_2023,Antiviral Innate Immune Response (GO:0140374),1/46,0.0581470280983653,0.1324460084462766,0,0,17.714666666666666,50.394338453793885,RNF135,all_perturbation
GO_Biological_Process_2023,Protein Sumoylation (GO:0016925),1/46,0.0581470280983653,0.1324460084462766,0,0,17.714666666666666,50.394338453793885,SUMO3,all_perturbation
GO_Biological_Process_2023,Positive Regulation Of Lymphocyte Activation (GO:0051251),1/47,0.059374256882127,0.1333887414886142,0,0,17.328695652173913,48.93440890536594,IL12A,all_perturbation
GO_Biological_Process_2023,Regulation Of DNA Binding (GO:0051101),1/48,0.0605999480502736,0.1343025875708766,0,0,16.959148936170212,47.54431675958979,SUMO3,all_perturbation
GO_Biological_Process_2023,Regulation Of Interferon-Beta Production (GO:0032648),1/50,0.0630467249540435,0.1358438171115412,0,0,16.26530612244898,44.95534064809558,RNF135,all_perturbation
GO_Biological_Process_2023,Positive Regulation Of Fat Cell Differentiation (GO:0045600),1/50,0.0630467249540435,0.1358438171115412,0,0,16.26530612244898,44.95534064809558,ADIRF,all_perturbation
GO_Biological_Process_2023,Positive Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001912),1/51,0.0642678143574904,0.1358438171115412,0,0,15.9392,43.74826370127252,IL12A,all_perturbation
GO_Biological_Process_2023,Regulation Of Protein Localization To Nucleus (GO:1900180),1/52,0.0654873735382244,0.1358438171115412,0,0,15.625882352941176,42.59456028736928,SUMO3,all_perturbation
GO_Biological_Process_2023,Negative Regulation Of Cysteine-Type Endopeptidase Activity (GO:2000117),1/53,0.0667054043220935,0.1358438171115412,0,0,15.324615384615385,41.49092576513871,CARD18,all_perturbation
GO_Biological_Process_2023,Protein K63-linked Ubiquitination (GO:0070534),1/54,0.0679219085557706,0.1358438171115412,0,0,15.034716981132076,40.43431729208938,RNF135,all_perturbation
GO_Biological_Process_2023,Positive Regulation Of Leukocyte Chemotaxis (GO:0002690),1/54,0.0679219085557706,0.1358438171115412,0,0,15.034716981132076,40.43431729208938,IL12A,all_perturbation
GO_Biological_Process_2023,Regulation Of Smooth Muscle Cell Proliferation (GO:0048660),1/54,0.0679219085557706,0.1358438171115412,0,0,15.034716981132076,40.43431729208938,IL12A,all_perturbation
GO_Biological_Process_2023,Positive Regulation Of Tyrosine Phosphorylation Of STAT Protein (GO:0042531),1/55,0.0691368880658187,0.1366078270216177,0,0,14.755555555555556,39.42192870007893,IL12A,all_perturbation
GO_Biological_Process_2023,Positive Regulation Of Type II Interferon Production (GO:0032729),1/58,0.072772696603073,0.1404084969753409,0,0,13.976842105263158,36.62511888924771,IL12A,all_perturbation
GO_Biological_Process_2023,Glycosaminoglycan Biosynthetic Process (GO:0006024),1/58,0.072772696603073,0.1404084969753409,0,0,13.976842105263158,36.62511888924771,HAS3,all_perturbation
GO_Biological_Process_2023,Positive Regulation Of Organelle Assembly (GO:1902117),1/61,0.0763948485723595,0.1456831996031042,0,0,13.276,34.14374800125462,CROCC,all_perturbation
GO_Biological_Process_2023,Protein Polymerization (GO:0051258),1/63,0.0788020538757809,0.1463442754506209,0,0,12.846451612903223,32.64047260238857,RNF135,all_perturbation
GO_Biological_Process_2023,Positive Regulation Of Type I Interferon Production (GO:0032481),1/64,0.0800033931884584,0.1463442754506209,0,0,12.641904761904762,31.929484782564348,RNF135,all_perturbation
GO_Biological_Process_2023,Cellular Response To Virus (GO:0098586),1/64,0.0800033931884584,0.1463442754506209,0,0,12.641904761904762,31.929484782564348,IL12A,all_perturbation
GO_Biological_Process_2023,Protein Modification By Small Protein Conjugation (GO:0032446),2/364,0.0806350502519234,0.1463442754506209,0,0,4.514732965009208,11.36729333938737,RNF135;SUMO3,all_perturbation
GO_Biological_Process_2023,Regulation Of Tyrosine Phosphorylation Of STAT Protein (GO:0042509),1/65,0.0812032260122347,0.1463442754506209,0,0,12.44375,31.243771275296563,IL12A,all_perturbation
GO_Biological_Process_2023,Extrinsic Apoptotic Signaling Pathway (GO:0097191),1/67,0.0835983795138284,0.1490231982637812,0,0,12.065454545454546,29.94321429852069,IL12A,all_perturbation
GO_Biological_Process_2023,Response To Molecule Of Bacterial Origin (GO:0002237),1/69,0.0859875288365276,0.1494102361300643,0,0,11.709411764705882,28.729662442835576,IL12A,all_perturbation
GO_Biological_Process_2023,Negative Regulation Of Cell Population Proliferation (GO:0008285),2/379,0.0864100626695597,0.1494102361300643,0,0,4.331786030061892,10.60703281751507,FABP6;IL12A,all_perturbation
GO_Biological_Process_2023,Protein Autoubiquitination (GO:0051865),1/71,0.0883706884427819,0.1494102361300643,0,0,11.373714285714286,27.59507555769093,ASB4,all_perturbation
GO_Biological_Process_2023,Regulation Of Cilium Assembly (GO:1902017),1/71,0.0883706884427819,0.1494102361300643,0,0,11.373714285714286,27.59507555769093,CROCC,all_perturbation
GO_Biological_Process_2023,Negative Regulation Of Protein Binding (GO:0032091),1/71,0.0883706884427819,0.1494102361300643,0,0,11.373714285714286,27.59507555769093,CARD18,all_perturbation
GO_Biological_Process_2023,Monocarboxylic Acid Transport (GO:0015718),1/73,0.0907478727271731,0.1518637870128203,0,0,11.056666666666668,26.53235403248719,FABP6,all_perturbation
GO_Biological_Process_2023,Positive Regulation Of Lymphocyte Proliferation (GO:0050671),1/74,0.0919342286311367,0.1522950858131962,0,0,10.904657534246576,26.025948367758343,IL12A,all_perturbation
GO_Biological_Process_2023,Regulation Of Fat Cell Differentiation (GO:0045598),1/75,0.0931190960947256,0.1527153175953499,0,0,10.756756756756756,25.53520672349185,ADIRF,all_perturbation
GO_Biological_Process_2023,Regulation Of Immune Response (GO:0050776),1/77,0.0954843728779991,0.1550439321979392,0,0,10.472631578947368,24.598040389517,RNF135,all_perturbation
GO_Biological_Process_2023,Regulation Of Innate Immune Response (GO:0045088),1/78,0.0966647857687068,0.1554218124124306,0,0,10.336103896103896,24.150369828536576,RNF135,all_perturbation
GO_Biological_Process_2023,Regulation Of Interleukin-1 Beta Production (GO:0032651),1/84,0.1037162186753394,0.1633963291386878,0,0,9.58602409638554,21.722858299676936,CARD18,all_perturbation
GO_Biological_Process_2023,Positive Regulation Of Protein Localization (GO:1903829),1/85,0.1048863000143068,0.1633963291386878,0,0,9.471428571428572,21.35691944281389,CROCC,all_perturbation
GO_Biological_Process_2023,Defense Response To Gram-positive Bacterium (GO:0050830),1/85,0.1048863000143068,0.1633963291386878,0,0,9.471428571428572,21.35691944281389,IL12A,all_perturbation
GO_Biological_Process_2023,Regulation Of Type II Interferon Production (GO:0032649),1/87,0.1072220579803898,0.1633963291386878,0,0,9.250232558139537,20.654412170825523,IL12A,all_perturbation
GO_Biological_Process_2023,Positive Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120034),1/88,0.1083877381251965,0.1633963291386878,0,0,9.143448275862069,20.317110671548264,CROCC,all_perturbation
GO_Biological_Process_2023,Positive Regulation Of Cell Adhesion (GO:0045785),1/88,0.1083877381251965,0.1633963291386878,0,0,9.143448275862069,20.317110671548264,IL12A,all_perturbation
GO_Biological_Process_2023,Protein Ubiquitination (GO:0016567),2/434,0.1085987797324205,0.1633963291386878,0,0,3.769675925925926,8.369039081498263,RNF135;ASB4,all_perturbation
GO_Biological_Process_2023,Steroid Metabolic Process (GO:0008202),1/92,0.1130358410465752,0.1685261630148939,0,0,8.73978021978022,19.05316077984729,UGT2B17,all_perturbation
GO_Biological_Process_2023,Positive Regulation Of Cellular Component Biogenesis (GO:0044089),1/93,0.1141942211727404,0.1687193898408056,0,0,8.644347826086957,18.756977771089677,HAS3,all_perturbation
GO_Biological_Process_2023,Peptidyl-Lysine Modification (GO:0018205),1/94,0.1153511465610254,0.1689070360357873,0,0,8.550967741935484,18.46816083576708,SUMO3,all_perturbation
GO_Biological_Process_2023,Regulation Of Protein Localization (GO:0032880),1/97,0.1188132118767595,0.1699238017889978,0,0,8.2825,17.64340359069681,SUMO3,all_perturbation
GO_Biological_Process_2023,Regulation Of Defense Response (GO:0031347),1/97,0.1188132118767595,0.1699238017889978,0,0,8.2825,17.64340359069681,RNF135,all_perturbation
GO_Biological_Process_2023,Positive Regulation Of Cold-Induced Thermogenesis (GO:0120162),1/98,0.1199643358649244,0.1699238017889978,0,0,8.196701030927835,17.38160274385576,DBH,all_perturbation
GO_Biological_Process_2023,Protein Complex Oligomerization (GO:0051259),1/100,0.1222622476286691,0.1699238017889978,0,0,8.030303030303031,16.876380218002918,RNF135,all_perturbation
