gene,residual_score,residual_std,gated_score,gated_std,residual_rank,gated_rank,rank_diff,abs_rank_diff
SYN3,0.54439473,0.14069207,0.45552135,0.09066152,1076.0,2467.0,-1391.0,1391.0
GSDME,0.5443696,0.124201216,0.5130181,0.08458634,1077.0,1573.0,-496.0,496.0
LCE3C,0.5443559,0.1195845,0.45276684,0.101933904,1078.0,2493.0,-1415.0,1415.0
GPR137,0.54434854,0.11150343,0.45353407,0.079738855,1079.0,2486.0,-1407.0,1407.0
ZNF22,0.5443421,0.11424012,0.4966238,0.080490425,1080.0,1841.0,-761.0,761.0
MSL2,0.5442486,0.12906593,0.5998312,0.10352553,1081.0,369.0,712.0,712.0
FOSL1,0.54418415,0.12958774,0.46661425,0.108129315,1082.0,2328.0,-1246.0,1246.0
TTLL9,0.54416037,0.10325381,0.44883806,0.07154389,1083.0,2535.0,-1452.0,1452.0
TNNT3,0.5441597,0.13699573,0.5538633,0.08792674,1084.0,918.0,166.0,166.0
UBAC2,0.5440508,0.13968605,0.569944,0.11243827,1085.0,701.0,384.0,384.0
ST8SIA3,0.544015,0.13277629,0.39411694,0.080419414,1086.0,2890.0,-1804.0,1804.0
YPLR6490,0.54399556,0.106953755,0.44450012,0.07057876,1087.0,2575.0,-1488.0,1488.0
GK5,0.5438638,0.13399382,0.5118667,0.1438793,1088.0,1591.0,-503.0,503.0
ST7L,0.5437211,0.122949794,0.52373534,0.09116702,1089.0,1378.0,-289.0,289.0
KRTAP24-1,0.5436618,0.1377811,0.4822077,0.10792499,1090.0,2101.0,-1011.0,1011.0
BRICD5,0.54353887,0.13684389,0.6376544,0.10027203,1091.0,119.0,972.0,972.0
CTAGE10P,0.54347247,0.097003125,0.6074248,0.12392863,1092.0,301.0,791.0,791.0
KLF13,0.54340553,0.107474074,0.5579078,0.114824206,1093.0,856.0,237.0,237.0
OR5W2,0.5432762,0.11977055,0.49569923,0.0689387,1094.0,1866.0,-772.0,772.0
RPL28,0.54322696,0.10829566,0.43545967,0.08335652,1095.0,2639.0,-1544.0,1544.0
C7orf57,0.5431682,0.14217608,0.5563513,0.10857118,1096.0,882.0,214.0,214.0
TBX21,0.5431646,0.13847594,0.5314642,0.10770588,1097.0,1251.0,-154.0,154.0
ALDH7A1,0.5431553,0.0979131,0.48467788,0.08958566,1098.0,2066.0,-968.0,968.0
PCDHGA8,0.54306036,0.101070024,0.5391954,0.08045558,1099.0,1132.0,-33.0,33.0
SP100,0.542956,0.13115154,0.5325046,0.07309813,1100.0,1235.0,-135.0,135.0
BHLHE22-AS1,0.542943,0.1091475,0.4962315,0.10504586,1101.0,1852.0,-751.0,751.0
RNF185,0.54288167,0.13724318,0.65230215,0.071896374,1102.0,74.0,1028.0,1028.0
PAQR3,0.54269195,0.15543963,0.46982566,0.09828609,1103.0,2299.0,-1196.0,1196.0
BBS5,0.54267937,0.11337125,0.51558465,0.081385046,1104.0,1520.0,-416.0,416.0
HAX1,0.5426657,0.114040576,0.62813544,0.13030073,1105.0,174.0,931.0,931.0
MYBBP1A,0.5424796,0.17313145,0.58522576,0.09898701,1106.0,513.0,593.0,593.0
SRGAP2B,0.5423864,0.10618523,0.592338,0.08295641,1107.0,441.0,666.0,666.0
GOLGA6L1,0.54234314,0.13393633,0.45210168,0.08469375,1108.0,2508.0,-1400.0,1400.0
COQ9,0.5423105,0.1582209,0.47026068,0.08000638,1109.0,2292.0,-1183.0,1183.0
ADIG,0.5422349,0.098169714,0.39367723,0.10152265,1110.0,2891.0,-1781.0,1781.0
FAM180A,0.5420769,0.10981933,0.4736946,0.14689912,1111.0,2230.0,-1119.0,1119.0
BZW2,0.54198384,0.1173721,0.5926074,0.13558525,1112.0,438.0,674.0,674.0
LINC01931,0.5418983,0.11594717,0.45284078,0.12110456,1113.0,2490.0,-1377.0,1377.0
GNS,0.54189396,0.14874154,0.43737406,0.088981695,1114.0,2627.0,-1513.0,1513.0
BLZF1,0.5418645,0.10083501,0.44704205,0.091965504,1115.0,2551.0,-1436.0,1436.0
STMN1,0.54174626,0.1261346,0.57475364,0.12456933,1116.0,637.0,479.0,479.0
PPP1R1A,0.54172057,0.103682436,0.47271478,0.08824468,1117.0,2247.0,-1130.0,1130.0
BRPF1,0.54166603,0.18814921,0.46653798,0.097726084,1118.0,2329.0,-1211.0,1211.0
LOC284861,0.5415006,0.11895007,0.5586211,0.10570372,1119.0,846.0,273.0,273.0
PPP2R2D,0.5414732,0.0994553,0.57328415,0.08095021,1120.0,657.0,463.0,463.0
CHST15,0.5414533,0.11995095,0.53735477,0.10210685,1121.0,1170.0,-49.0,49.0
ZNF510,0.541296,0.12972927,0.4335684,0.079225235,1122.0,2652.0,-1530.0,1530.0
ASAH1,0.54127985,0.14308591,0.48982614,0.07901217,1123.0,1980.0,-857.0,857.0
FAM55B,0.5412032,0.1275442,0.520427,0.09084477,1124.0,1436.0,-312.0,312.0
DDC,0.54119194,0.12755395,0.5801224,0.08037274,1125.0,576.0,549.0,549.0
SP6,0.54115653,0.17500888,0.49471077,0.090382725,1126.0,1884.0,-758.0,758.0
SPATA8,0.541118,0.12353539,0.4318075,0.08089201,1127.0,2665.0,-1538.0,1538.0
NCAM2,0.5410126,0.11660611,0.5008277,0.09129347,1128.0,1767.0,-639.0,639.0
MBTPS2,0.54089427,0.14090382,0.37668547,0.08613105,1129.0,2948.0,-1819.0,1819.0
RPUSD4,0.54087543,0.10222635,0.485781,0.092352174,1130.0,2042.0,-912.0,912.0
TMEM217,0.54070896,0.12355523,0.54359806,0.121700436,1131.0,1072.0,59.0,59.0
HNRNPUL1,0.54063374,0.15253374,0.5839671,0.07672484,1132.0,529.0,603.0,603.0
ADH6,0.54060227,0.19822292,0.5206412,0.109527536,1133.0,1430.0,-297.0,297.0
USP6NL,0.54056823,0.14318922,0.4873565,0.07597801,1134.0,2019.0,-885.0,885.0
PTK2,0.5405592,0.15284526,0.5188167,0.11128055,1135.0,1459.0,-324.0,324.0
CRIPT,0.5405342,0.11881646,0.5282721,0.097854555,1136.0,1302.0,-166.0,166.0
TSPY3,0.5404853,0.16490185,0.4258932,0.08268117,1137.0,2716.0,-1579.0,1579.0
CR1,0.5404389,0.13500088,0.49730384,0.08519224,1138.0,1825.0,-687.0,687.0
TOB1,0.54035306,0.13645878,0.5130377,0.07151077,1139.0,1571.0,-432.0,432.0
BRINP2,0.5403437,0.13576023,0.33613625,0.10607806,1140.0,2990.0,-1850.0,1850.0
FRMD8,0.5403176,0.13090497,0.49675524,0.07876142,1141.0,1837.0,-696.0,696.0
ADH5,0.54028916,0.13933066,0.48648107,0.07007545,1142.0,2035.0,-893.0,893.0
NUTF2,0.540258,0.12731983,0.5253037,0.086332574,1143.0,1350.0,-207.0,207.0
LINC00599,0.5401069,0.12788408,0.49694136,0.113733776,1144.0,1834.0,-690.0,690.0
LINC00662,0.53990716,0.1568501,0.44806406,0.0670804,1145.0,2543.0,-1398.0,1398.0
SPATS2,0.5398247,0.14375295,0.37217852,0.096313074,1146.0,2960.0,-1814.0,1814.0
SIK3,0.5397512,0.12068906,0.6291979,0.07905266,1147.0,164.0,983.0,983.0
PRICKLE1,0.5395918,0.10526282,0.559409,0.0813743,1148.0,835.0,313.0,313.0
CES1P1,0.53958917,0.11211926,0.42287412,0.11126358,1149.0,2732.0,-1583.0,1583.0
ACTRT3,0.5395464,0.11597098,0.5967526,0.08442408,1150.0,396.0,754.0,754.0
PAPPA,0.5395406,0.10905701,0.46135128,0.09625484,1151.0,2390.0,-1239.0,1239.0
ARHGAP26,0.5394732,0.20063075,0.6048093,0.09363288,1152.0,322.0,830.0,830.0
HMGN1,0.5394413,0.106846996,0.5402351,0.109145656,1153.0,1116.0,37.0,37.0
C12orf4,0.539373,0.115720205,0.61997205,0.11507603,1154.0,207.0,947.0,947.0
C17orf49,0.539364,0.15008928,0.47769755,0.0907018,1155.0,2167.0,-1012.0,1012.0
SPG7,0.5392683,0.15234211,0.62898844,0.08353398,1156.0,167.0,989.0,989.0
C1orf210,0.5389315,0.12459914,0.5299198,0.082097165,1157.0,1277.0,-120.0,120.0
CCL24,0.5388054,0.106007904,0.45329374,0.07957062,1158.0,2489.0,-1331.0,1331.0
CALML6,0.5387255,0.11951883,0.627156,0.078485556,1159.0,179.0,980.0,980.0
SERPINB7,0.53866434,0.17080332,0.46383005,0.10125771,1160.0,2360.0,-1200.0,1200.0
SERPINA11,0.53865623,0.19278729,0.48990864,0.12275734,1161.0,1977.0,-816.0,816.0
CORO2B,0.53862935,0.15899426,0.4486121,0.083642624,1162.0,2538.0,-1376.0,1376.0
MIOS,0.5383208,0.116573155,0.42657554,0.07510576,1163.0,2712.0,-1549.0,1549.0
NAT16,0.5382426,0.15838297,0.46730873,0.087953985,1164.0,2319.0,-1155.0,1155.0
ZNF662,0.5382384,0.15057875,0.6694428,0.078345776,1165.0,42.0,1123.0,1123.0
PIM1,0.5382148,0.155941,0.43314207,0.082035996,1166.0,2657.0,-1491.0,1491.0
FLJ22447,0.5381083,0.13218822,0.4934624,0.10573567,1167.0,1909.0,-742.0,742.0
HCRTR2,0.5380644,0.12807578,0.54197425,0.11990447,1168.0,1086.0,82.0,82.0
SEPTIN12,0.5380575,0.14287683,0.482866,0.13344824,1169.0,2094.0,-925.0,925.0
HES5,0.5380271,0.17638433,0.4431947,0.09923564,1170.0,2583.0,-1413.0,1413.0
FAM151A,0.53798753,0.11649228,0.39932862,0.068853535,1171.0,2868.0,-1697.0,1697.0
ADIRF,0.5379254,0.20448129,0.6479025,0.08489483,1172.0,83.0,1089.0,1089.0
RAPGEF6,0.5378843,0.15207909,0.51817393,0.09033333,1173.0,1471.0,-298.0,298.0
GPANK1,0.53788286,0.104182675,0.5846572,0.111502424,1174.0,522.0,652.0,652.0
ZNF74,0.5378674,0.13260002,0.62062836,0.09865281,1175.0,204.0,971.0,971.0
SLCO1A2,0.53777647,0.14506927,0.58473897,0.07525476,1176.0,520.0,656.0,656.0
ZCCHC10,0.5377615,0.14124177,0.5166634,0.06574457,1177.0,1497.0,-320.0,320.0
SLC22A25,0.53766847,0.113605656,0.6941899,0.0922781,1178.0,9.0,1169.0,1169.0
ARPC4,0.5376534,0.17844173,0.37783656,0.10439182,1179.0,2945.0,-1766.0,1766.0
KPTN,0.5375797,0.12280254,0.5367182,0.07145585,1180.0,1182.0,-2.0,2.0
NEO1,0.53723526,0.1482627,0.629301,0.084583566,1181.0,162.0,1019.0,1019.0
LOC401410,0.537194,0.12376426,0.4954645,0.08389848,1182.0,1870.0,-688.0,688.0
FCF1,0.53699225,0.10898462,0.5890119,0.10772917,1183.0,474.0,709.0,709.0
POLDIP2,0.5369412,0.16716368,0.54150444,0.103994735,1184.0,1092.0,92.0,92.0
PANX3,0.5368156,0.19998626,0.5082454,0.08145891,1185.0,1651.0,-466.0,466.0
LINC01565,0.53669655,0.1641312,0.52126455,0.090190016,1186.0,1420.0,-234.0,234.0
RNF157,0.53664,0.15877682,0.54607344,0.09969963,1187.0,1035.0,152.0,152.0
ARL15,0.53663766,0.12639907,0.42092055,0.07471591,1188.0,2744.0,-1556.0,1556.0
DPRXP4,0.53651446,0.16158305,0.37042716,0.11997932,1189.0,2965.0,-1776.0,1776.0
TPI1,0.5364235,0.14354697,0.4692463,0.119731136,1190.0,2303.0,-1113.0,1113.0
C15orf41,0.53640527,0.13193816,0.56735957,0.113827474,1191.0,729.0,462.0,462.0
ATG2A,0.5363623,0.1359771,0.5394436,0.08243083,1192.0,1127.0,65.0,65.0
PUM1,0.53634614,0.120667726,0.59994936,0.084899604,1193.0,366.0,827.0,827.0
ICOS,0.5361444,0.10829719,0.52958214,0.085224114,1194.0,1285.0,-91.0,91.0
GSTZ1,0.53614354,0.13263094,0.5168507,0.10104181,1195.0,1494.0,-299.0,299.0
LCMT1,0.535997,0.19091138,0.47461894,0.07986067,1196.0,2215.0,-1019.0,1019.0
LOC389641,0.53597254,0.13981691,0.45504698,0.09399527,1197.0,2474.0,-1277.0,1277.0
NXPE4,0.5359289,0.13034739,0.6618552,0.09440814,1198.0,53.0,1145.0,1145.0
FAM106A,0.5359219,0.14254734,0.46578702,0.1065227,1199.0,2336.0,-1137.0,1137.0
SYDE2,0.5358982,0.14316362,0.4795858,0.087550975,1200.0,2140.0,-940.0,940.0
SDC4,0.5358728,0.12456009,0.5311171,0.09062311,1201.0,1259.0,-58.0,58.0
SLTM,0.5358525,0.121047825,0.47055885,0.09141651,1202.0,2285.0,-1083.0,1083.0
HBQ1,0.53570557,0.120420516,0.4650987,0.09398541,1203.0,2344.0,-1141.0,1141.0
MRM1,0.53568864,0.095163696,0.5388504,0.09671648,1204.0,1136.0,68.0,68.0
C1orf116,0.5356136,0.100754894,0.5316782,0.08355217,1205.0,1247.0,-42.0,42.0
MYBPC2,0.5354903,0.15131715,0.48659116,0.08954356,1206.0,2031.0,-825.0,825.0
RBM47,0.53540593,0.13993822,0.5336951,0.09610519,1207.0,1222.0,-15.0,15.0
MGA,0.53537774,0.14471881,0.40340203,0.098614685,1208.0,2850.0,-1642.0,1642.0
DNASE1,0.5353152,0.1176106,0.5856614,0.0937895,1209.0,505.0,704.0,704.0
TEAD4,0.535312,0.1272794,0.5212493,0.112971485,1210.0,1422.0,-212.0,212.0
OAT,0.5352722,0.1374661,0.44672158,0.08522748,1211.0,2557.0,-1346.0,1346.0
GNRHR2,0.5352582,0.113295,0.54930353,0.08200572,1212.0,981.0,231.0,231.0
GRN,0.53508836,0.12614441,0.49340758,0.07970216,1213.0,1912.0,-699.0,699.0
SCGB1D1,0.5350796,0.11433557,0.5738945,0.08224136,1214.0,643.0,571.0,571.0
CDK15,0.5350403,0.11129566,0.60370934,0.12587413,1215.0,333.0,882.0,882.0
LRRC10,0.5349908,0.13168931,0.46338695,0.124660514,1216.0,2363.0,-1147.0,1147.0
UCMA,0.5349607,0.14320752,0.5028362,0.06971239,1217.0,1732.0,-515.0,515.0
BCL2L13,0.53494334,0.14442973,0.4218656,0.08545001,1218.0,2739.0,-1521.0,1521.0
SIRPB1,0.53491473,0.114927,0.6238154,0.08757753,1219.0,191.0,1028.0,1028.0
EEFSEC,0.5348478,0.14677146,0.5388243,0.0661685,1220.0,1137.0,83.0,83.0
SIGLEC6,0.5348086,0.14144163,0.5241899,0.09410813,1221.0,1369.0,-148.0,148.0
IKBIP,0.53475857,0.16862282,0.42974892,0.088740826,1222.0,2684.0,-1462.0,1462.0
L3MBTL,0.53459775,0.13115108,0.6025379,0.07787342,1223.0,342.0,881.0,881.0
PRSS37,0.53456473,0.12003556,0.6329082,0.08904023,1224.0,145.0,1079.0,1079.0
ASAH2,0.53451055,0.11205339,0.6272282,0.09962404,1225.0,178.0,1047.0,1047.0
LARS1,0.5344051,0.088300124,0.4407667,0.112857066,1226.0,2599.0,-1373.0,1373.0
ZNF532,0.5343417,0.14560694,0.55968666,0.080673225,1227.0,828.0,399.0,399.0
TRIM16L,0.5343263,0.14651114,0.49179217,0.079726085,1228.0,1944.0,-716.0,716.0
THUMPD3,0.5343221,0.09816419,0.4084747,0.09916153,1229.0,2821.0,-1592.0,1592.0
SLC38A7,0.5342792,0.16740718,0.4704895,0.1237603,1230.0,2287.0,-1057.0,1057.0
SLC30A10,0.5339129,0.12807871,0.47445396,0.072645396,1231.0,2217.0,-986.0,986.0
GTF2E2,0.5337984,0.15571205,0.5559238,0.107578866,1232.0,888.0,344.0,344.0
ZNF136,0.53377765,0.11919012,0.48052534,0.066995606,1233.0,2128.0,-895.0,895.0
DMTF1,0.533667,0.10904781,0.47187424,0.12249313,1234.0,2260.0,-1026.0,1026.0
SPRR3,0.53364867,0.13402648,0.5571755,0.09068742,1235.0,870.0,365.0,365.0
ELK4,0.5335664,0.15836884,0.4120073,0.091451585,1236.0,2805.0,-1569.0,1569.0
RPGRIP1L,0.53356206,0.124003604,0.46184272,0.11841567,1237.0,2382.0,-1145.0,1145.0
AK1,0.5335575,0.13793275,0.5645134,0.06542562,1238.0,760.0,478.0,478.0
PCNX4,0.5335012,0.12898907,0.42939165,0.09011693,1239.0,2689.0,-1450.0,1450.0
GNGT1,0.53349495,0.11877053,0.63667655,0.071903445,1240.0,121.0,1119.0,1119.0
USP14,0.5334885,0.097529165,0.5988149,0.11541008,1241.0,375.0,866.0,866.0
MRPL32,0.5334703,0.114424884,0.4339298,0.0969432,1242.0,2650.0,-1408.0,1408.0
NT5C1A,0.5333764,0.14767537,0.5146699,0.094092906,1243.0,1537.0,-294.0,294.0
DHH,0.53335935,0.10590319,0.54807776,0.082449794,1244.0,1004.0,240.0,240.0
COMMD4,0.53331035,0.14692372,0.57871026,0.09688577,1245.0,592.0,653.0,653.0
CYP46A1,0.5331867,0.14538164,0.5360663,0.079169914,1246.0,1189.0,57.0,57.0
FBLN2,0.53312314,0.12247473,0.5142492,0.06628606,1247.0,1548.0,-301.0,301.0
OR8D2,0.53308207,0.09566836,0.4442962,0.12260376,1248.0,2577.0,-1329.0,1329.0
FTSJ1,0.53307,0.15731788,0.5998873,0.09989507,1249.0,367.0,882.0,882.0
KCNG3,0.5330352,0.139193,0.3981931,0.07195793,1250.0,2874.0,-1624.0,1624.0
PKP1,0.5329916,0.14691104,0.5632317,0.083401635,1251.0,780.0,471.0,471.0
ACOT2,0.5329675,0.110457405,0.4063282,0.086317934,1252.0,2832.0,-1580.0,1580.0
BPIFB1,0.53277826,0.14330104,0.6138576,0.09364667,1253.0,250.0,1003.0,1003.0
AMH,0.5327599,0.15534215,0.6120831,0.09032616,1254.0,263.0,991.0,991.0
CTNNA1,0.5325724,0.12712157,0.4846157,0.070630275,1255.0,2068.0,-813.0,813.0
UGT1A5,0.5325383,0.12208639,0.5358286,0.08069567,1256.0,1194.0,62.0,62.0
GRK7,0.53228766,0.08693717,0.4640817,0.0762695,1257.0,2355.0,-1098.0,1098.0
KRT4,0.5321196,0.12651137,0.4952471,0.09889659,1258.0,1874.0,-616.0,616.0
FKTN,0.5317525,0.14290719,0.47879025,0.0893283,1259.0,2149.0,-890.0,890.0
ANTKMT,0.531697,0.12989797,0.4850957,0.08912563,1260.0,2058.0,-798.0,798.0
LUC7L2,0.5316313,0.12271533,0.42205563,0.09634692,1261.0,2737.0,-1476.0,1476.0
GPLD1,0.5315813,0.13011721,0.59064573,0.08888179,1262.0,454.0,808.0,808.0
TSPAN11,0.5315305,0.14010267,0.4898505,0.071839824,1263.0,1978.0,-715.0,715.0
HEG1,0.5315079,0.16786857,0.4997387,0.11309776,1264.0,1790.0,-526.0,526.0
TNFRSF8,0.5314575,0.13119641,0.4938325,0.08840611,1265.0,1898.0,-633.0,633.0
APTX,0.53139156,0.10060226,0.48560476,0.07770825,1266.0,2044.0,-778.0,778.0
TMEM147,0.53131026,0.09188368,0.4431383,0.0782035,1267.0,2584.0,-1317.0,1317.0
OR2F1,0.53113115,0.14282103,0.47853008,0.09188295,1268.0,2155.0,-887.0,887.0
ADCYAP1R1,0.5310558,0.13200778,0.5470893,0.0920798,1269.0,1020.0,249.0,249.0
SMIM11A,0.5310026,0.123219214,0.382932,0.1004037,1270.0,2932.0,-1662.0,1662.0
SIX1,0.53090274,0.12970059,0.41582203,0.07321739,1271.0,2778.0,-1507.0,1507.0
TAB1,0.5308519,0.12174728,0.4990816,0.10738848,1272.0,1801.0,-529.0,529.0
AOPEP,0.53080404,0.1393757,0.4818623,0.10372291,1273.0,2109.0,-836.0,836.0
ECM1,0.53080225,0.14177538,0.6040539,0.10103835,1274.0,331.0,943.0,943.0
S100A14,0.5307981,0.12837738,0.60407156,0.09672378,1275.0,329.0,946.0,946.0
ZDHHC17,0.5306497,0.17814268,0.40935135,0.097574644,1276.0,2815.0,-1539.0,1539.0
GRID1-AS1,0.53054595,0.12804927,0.52872336,0.08015711,1277.0,1299.0,-22.0,22.0
MLLT1,0.5305313,0.16105895,0.3332542,0.06733653,1278.0,2994.0,-1716.0,1716.0
LOC651337,0.5304597,0.14344323,0.5134647,0.08950024,1279.0,1561.0,-282.0,282.0
ARHGAP39,0.5304238,0.11002844,0.44690984,0.10477569,1280.0,2555.0,-1275.0,1275.0
MAGEA12,0.5304184,0.11091187,0.63826865,0.09765418,1281.0,117.0,1164.0,1164.0
PIGN,0.5302917,0.14587535,0.45976788,0.07722037,1282.0,2407.0,-1125.0,1125.0
UGT2B17,0.53025997,0.12389851,0.6550075,0.08215409,1283.0,69.0,1214.0,1214.0
S1PR5,0.530235,0.10942947,0.58709645,0.08889208,1284.0,492.0,792.0,792.0
AWAT1,0.53011173,0.1620481,0.48950437,0.11743087,1285.0,1987.0,-702.0,702.0
CUEDC1,0.53008175,0.1463391,0.3546698,0.11669126,1286.0,2980.0,-1694.0,1694.0
C3,0.5298127,0.12013968,0.48696592,0.10505185,1287.0,2026.0,-739.0,739.0
IGBP1,0.5297396,0.12253135,0.53081423,0.07502968,1288.0,1264.0,24.0,24.0
IL17D,0.52972126,0.11931299,0.64015776,0.08406496,1289.0,106.0,1183.0,1183.0
FAM69B,0.529646,0.17130081,0.46706158,0.07820497,1290.0,2322.0,-1032.0,1032.0
WNT2B,0.5295997,0.117730826,0.58891106,0.089443125,1291.0,476.0,815.0,815.0
DCP1B,0.5295391,0.1278589,0.5603116,0.07040252,1292.0,818.0,474.0,474.0
TDRP,0.5295368,0.14499307,0.4639435,0.08267621,1293.0,2359.0,-1066.0,1066.0
KLF14,0.5295231,0.12175515,0.483392,0.1273636,1294.0,2086.0,-792.0,792.0
PREP,0.52952236,0.1282188,0.5173564,0.07572936,1295.0,1492.0,-197.0,197.0
SPDYE3,0.52942693,0.14892305,0.4600794,0.11742569,1296.0,2402.0,-1106.0,1106.0
TKFC,0.5293632,0.1249749,0.4465677,0.097761184,1297.0,2558.0,-1261.0,1261.0
REEP1,0.5290692,0.12010994,0.47065398,0.09056898,1298.0,2282.0,-984.0,984.0
SH3BP2,0.52906734,0.14568827,0.56668276,0.08153228,1299.0,737.0,562.0,562.0
ABCG5,0.529025,0.11888821,0.6794338,0.10222891,1300.0,23.0,1277.0,1277.0
LCK,0.5290024,0.10247723,0.4591397,0.14507112,1301.0,2419.0,-1118.0,1118.0
CLCN1,0.52870196,0.11797347,0.48366782,0.06477766,1302.0,2080.0,-778.0,778.0
SPR,0.5286286,0.10415355,0.46765321,0.09820366,1303.0,2317.0,-1014.0,1014.0
NR2C1,0.5285601,0.15141338,0.45621684,0.0931442,1304.0,2460.0,-1156.0,1156.0
SRSF3,0.5285159,0.12618874,0.5682373,0.098061845,1305.0,717.0,588.0,588.0
SLC4A9,0.5285024,0.09684708,0.4318229,0.107031696,1306.0,2664.0,-1358.0,1358.0
PUDP,0.5283634,0.11657541,0.5185654,0.092692755,1307.0,1462.0,-155.0,155.0
CYB5RL,0.52832156,0.124000296,0.519621,0.08905266,1308.0,1448.0,-140.0,140.0
SVIL,0.5282737,0.11430377,0.6014032,0.09246687,1309.0,353.0,956.0,956.0
PROCA1,0.5282658,0.12280198,0.4869759,0.10263691,1310.0,2024.0,-714.0,714.0
POTEC,0.5282029,0.11649133,0.49778178,0.06272922,1311.0,1821.0,-510.0,510.0
CTXN1,0.52819604,0.12059589,0.4024575,0.08164856,1312.0,2856.0,-1544.0,1544.0
SCAND2,0.52818704,0.15797485,0.39082804,0.083924815,1313.0,2900.0,-1587.0,1587.0
TSPAN15,0.5280531,0.11194992,0.45758787,0.07564695,1314.0,2442.0,-1128.0,1128.0
ZFP64,0.52800643,0.11757081,0.54486936,0.095437415,1315.0,1050.0,265.0,265.0
PGPEP1L,0.5279153,0.13929304,0.49988496,0.07261842,1316.0,1788.0,-472.0,472.0
DDX12B,0.52785504,0.16437387,0.47749376,0.07008864,1317.0,2170.0,-853.0,853.0
NCF1,0.5278146,0.12220025,0.54425263,0.1030214,1318.0,1060.0,258.0,258.0
LOC100505715,0.52767813,0.1800252,0.52950346,0.09670564,1319.0,1286.0,33.0,33.0
TM2D3,0.5276603,0.21086612,0.5725035,0.086015165,1320.0,670.0,650.0,650.0
CACNB4,0.5275407,0.1150335,0.5083942,0.08772469,1321.0,1647.0,-326.0,326.0
TSTD2,0.5275296,0.12024835,0.53780824,0.08383752,1322.0,1157.0,165.0,165.0
GJD2,0.5275285,0.11587856,0.4891221,0.10342665,1323.0,1994.0,-671.0,671.0
POLK,0.52749354,0.1478871,0.63384646,0.09905002,1324.0,139.0,1185.0,1185.0
ARL5A,0.52738667,0.13012002,0.48493928,0.087289415,1325.0,2062.0,-737.0,737.0
MGAM,0.5272988,0.1178396,0.474537,0.103775606,1326.0,2216.0,-890.0,890.0
VGLL2,0.52728105,0.12713423,0.5062728,0.07644864,1327.0,1681.0,-354.0,354.0
DENND1A,0.5271162,0.1666559,0.52994573,0.08451147,1328.0,1275.0,53.0,53.0
TYW5,0.52701175,0.18689981,0.46199417,0.097542346,1329.0,2380.0,-1051.0,1051.0
USP9Y,0.52698296,0.11522803,0.6225655,0.07404022,1330.0,195.0,1135.0,1135.0
PPP1R27,0.5268693,0.16215292,0.60306233,0.124375075,1331.0,338.0,993.0,993.0
BRD8,0.5268009,0.12821364,0.5729275,0.086290404,1332.0,664.0,668.0,668.0
ZC3H12B,0.52674073,0.1383896,0.5720007,0.08205542,1333.0,678.0,655.0,655.0
AK126075,0.52669364,0.111260734,0.4928107,0.0650626,1334.0,1926.0,-592.0,592.0
PLSCR5,0.5266086,0.13213016,0.40014887,0.090187915,1335.0,2866.0,-1531.0,1531.0
DEPDC1,0.52657217,0.12576406,0.4170782,0.08954926,1336.0,2770.0,-1434.0,1434.0
GIMAP7,0.5263007,0.14018004,0.59740037,0.086278856,1337.0,388.0,949.0,949.0
CYP4F3,0.5262142,0.13060051,0.3476647,0.08315985,1338.0,2985.0,-1647.0,1647.0
RPL41,0.5262041,0.110503145,0.50370795,0.11445759,1339.0,1714.0,-375.0,375.0
ZNF815P,0.52611095,0.12784879,0.35116842,0.094090365,1340.0,2984.0,-1644.0,1644.0
CHKB,0.5261083,0.112840205,0.62566054,0.07938291,1341.0,185.0,1156.0,1156.0
NME8,0.5260952,0.14514199,0.6786568,0.0787482,1342.0,25.0,1317.0,1317.0
GRIA3,0.526018,0.11159495,0.42772496,0.07048345,1343.0,2705.0,-1362.0,1362.0
SELENOO,0.52597237,0.14235374,0.5883713,0.107795924,1344.0,480.0,864.0,864.0
PPM1F,0.5259493,0.15041226,0.60083216,0.09660116,1345.0,360.0,985.0,985.0
SNORA25,0.5259445,0.24004629,0.5315647,0.09230234,1346.0,1248.5,97.5,97.5
GTPBP10,0.5258682,0.11860002,0.5511545,0.10043377,1347.0,956.0,391.0,391.0
PTRHD1,0.525814,0.18640909,0.5648651,0.08130204,1348.0,757.0,591.0,591.0
LOC389906,0.5256991,0.101579756,0.58940166,0.08858462,1349.0,470.0,879.0,879.0
SNORD33,0.5256439,0.113001525,0.61154175,0.07933135,1350.0,267.0,1083.0,1083.0
CCL14,0.52558964,0.15837766,0.35753885,0.09975447,1351.0,2978.0,-1627.0,1627.0
IER3,0.5254794,0.15025146,0.5175952,0.0871024,1352.0,1487.0,-135.0,135.0
CTTN,0.5254717,0.13763918,0.47042847,0.0911001,1353.0,2288.0,-935.0,935.0
KLHL21,0.5254036,0.15056546,0.6477089,0.07587728,1354.0,84.0,1270.0,1270.0
LINC00919,0.5253661,0.13048582,0.48919564,0.086593784,1355.0,1992.0,-637.0,637.0
CXCL9,0.5253153,0.10866509,0.38606384,0.09596794,1356.0,2920.0,-1564.0,1564.0
RPS6KA2,0.5252698,0.13899001,0.61222285,0.09286842,1357.0,262.0,1095.0,1095.0
B4GALT1,0.5252678,0.10254928,0.40554985,0.08377206,1358.0,2837.0,-1479.0,1479.0
PLXDC1,0.5252545,0.12539518,0.62788486,0.09779167,1359.0,175.0,1184.0,1184.0
