gene,residual_score,residual_std,gated_score,gated_std,residual_rank,gated_rank,rank_diff,abs_rank_diff
SPI1,0.522229,0.11655765,0.5885472,0.093527,1406.0,479.0,927.0,927.0
SACM1L,0.5221782,0.121721625,0.58150446,0.1154595,1407.0,563.0,844.0,844.0
ZNF512B,0.52216727,0.17893256,0.64144015,0.11132302,1408.0,104.0,1304.0,1304.0
SH3GL1,0.5220405,0.11837254,0.40746534,0.086837895,1409.0,2824.0,-1415.0,1415.0
FAM227B,0.52190286,0.16869086,0.46725002,0.08085792,1410.0,2321.0,-911.0,911.0
APOL1,0.5217702,0.18560494,0.49800918,0.08876925,1411.0,1814.0,-403.0,403.0
CCDC26,0.5217454,0.1391226,0.6074626,0.122904755,1412.0,300.0,1112.0,1112.0
TMEM30CP,0.5216233,0.10884468,0.55398834,0.097503655,1413.0,914.0,499.0,499.0
RPL32,0.5215721,0.12221019,0.39854333,0.07638659,1414.0,2871.0,-1457.0,1457.0
WIPI1,0.5215086,0.13521327,0.56425875,0.096355125,1415.0,764.0,651.0,651.0
POLR2A,0.52132815,0.119217575,0.41812584,0.095696084,1416.0,2758.0,-1342.0,1342.0
CPA3,0.52131283,0.13476118,0.55651164,0.09249716,1417.0,878.0,539.0,539.0
COMT,0.5212898,0.12190816,0.44184098,0.09789483,1418.0,2593.0,-1175.0,1175.0
OR10K1,0.52121407,0.11557415,0.57608616,0.10034735,1419.0,619.0,800.0,800.0
CDK12,0.5212034,0.10511295,0.4150961,0.08641043,1420.0,2783.0,-1363.0,1363.0
TRAPPC5,0.52091074,0.13811092,0.45226514,0.104695685,1421.0,2506.0,-1085.0,1085.0
NFX1,0.52084345,0.13692987,0.61427945,0.080248274,1422.0,246.0,1176.0,1176.0
OR51G1,0.5208032,0.12349023,0.4639731,0.08692667,1423.0,2358.0,-935.0,935.0
SRD5A1,0.5207893,0.20610403,0.55573004,0.08398284,1424.0,891.0,533.0,533.0
DYNLRB2,0.5207525,0.16796623,0.49858108,0.071178176,1425.0,1805.0,-380.0,380.0
ZNF688,0.5207281,0.19775146,0.59986365,0.0796118,1426.0,368.0,1058.0,1058.0
CREBZF,0.52064145,0.12848042,0.5208753,0.071616635,1427.0,1426.0,1.0,1.0
ACRV1,0.5206303,0.11854911,0.56386936,0.08446786,1428.0,769.0,659.0,659.0
USP24,0.52060616,0.14021231,0.4706689,0.11576534,1429.0,2281.0,-852.0,852.0
SCAP,0.52057457,0.14244005,0.4950879,0.08063458,1430.0,1876.0,-446.0,446.0
MOK,0.52055705,0.10939486,0.60506994,0.09374591,1431.0,318.0,1113.0,1113.0
NKIRAS2,0.5204666,0.112342894,0.47468555,0.06916352,1432.0,2214.0,-782.0,782.0
AK308544,0.5204369,0.17061971,0.54215014,0.08129253,1433.0,1085.0,348.0,348.0
TCL1A,0.5204322,0.12251573,0.54618055,0.09086821,1434.0,1034.0,400.0,400.0
AASS,0.52032274,0.12625876,0.5659498,0.07948833,1435.0,744.0,691.0,691.0
APBB3,0.5201648,0.14247908,0.5238073,0.102293424,1436.0,1376.0,60.0,60.0
TDP2,0.5201404,0.11697737,0.6237222,0.09425582,1437.0,192.0,1245.0,1245.0
MYL10,0.520077,0.12119789,0.59104526,0.123649515,1438.0,452.0,986.0,986.0
ARHGAP5,0.51980466,0.1419669,0.6640845,0.079493456,1439.0,48.0,1391.0,1391.0
OR8S1,0.51951945,0.11891217,0.4564753,0.098804615,1440.0,2455.0,-1015.0,1015.0
CLSTN1,0.51943797,0.13233326,0.55708075,0.08153979,1441.0,871.0,570.0,570.0
GRAPL,0.51941884,0.17128067,0.4127188,0.0720112,1442.0,2799.0,-1357.0,1357.0
PWP2,0.5194177,0.1615077,0.6146974,0.082640894,1443.0,241.0,1202.0,1202.0
WDR45B,0.5193699,0.12862489,0.434925,0.0782682,1444.0,2645.0,-1201.0,1201.0
SFMBT2,0.5191828,0.18902695,0.4525609,0.07997095,1445.0,2498.0,-1053.0,1053.0
TMEM121B,0.5191196,0.119940765,0.4180391,0.10834877,1446.0,2760.0,-1314.0,1314.0
SETD1A,0.51903677,0.16038747,0.5229338,0.07298821,1447.0,1395.0,52.0,52.0
RRP1B,0.51901,0.14968257,0.40413183,0.09666627,1448.0,2844.0,-1396.0,1396.0
CTBS,0.5190038,0.13743973,0.5279629,0.1112758,1449.0,1310.0,139.0,139.0
ABHD12,0.5189397,0.14141339,0.6576648,0.12423963,1450.0,61.0,1389.0,1389.0
LSG1,0.51877815,0.12202436,0.39860532,0.10058374,1451.0,2870.0,-1419.0,1419.0
USP21,0.5187079,0.21649057,0.66243964,0.08171877,1452.0,50.0,1402.0,1402.0
CT47A1,0.5186945,0.112959035,0.36940086,0.09564613,1453.0,2967.0,-1514.0,1514.0
MOSMO,0.51868683,0.13761178,0.52929676,0.08523587,1454.0,1290.0,164.0,164.0
FSIP2,0.5186838,0.12674202,0.41773042,0.07978399,1455.0,2763.0,-1308.0,1308.0
XGY2,0.5185142,0.14975026,0.4767467,0.10648187,1456.0,2181.0,-725.0,725.0
MON1B,0.5184455,0.109423324,0.46282178,0.10196622,1457.0,2368.0,-911.0,911.0
SOHLH2,0.51843756,0.09308246,0.539942,0.112049885,1458.0,1119.0,339.0,339.0
CMC1,0.5183371,0.11559201,0.48556018,0.093833424,1459.0,2046.0,-587.0,587.0
CNOT8,0.51828593,0.119228646,0.52453214,0.087931104,1460.0,1362.0,98.0,98.0
ZNF350,0.5180394,0.13539219,0.5665729,0.07331345,1461.0,738.0,723.0,723.0
OR9I1,0.51803255,0.13967825,0.50843054,0.102702394,1462.0,1646.0,-184.0,184.0
MRTFB,0.5179544,0.10155099,0.4571218,0.09715586,1463.0,2447.0,-984.0,984.0
SH3D19,0.51789874,0.1628143,0.6097892,0.08746698,1464.0,281.0,1183.0,1183.0
ATF1,0.5178905,0.12821731,0.4925844,0.105509385,1465.0,1929.0,-464.0,464.0
HBM,0.51783097,0.17698531,0.5459196,0.112823665,1466.0,1038.0,428.0,428.0
ERBIN,0.517628,0.2067676,0.55589014,0.0811839,1467.0,889.0,578.0,578.0
UBB,0.51757306,0.13467208,0.5597309,0.081428654,1468.0,825.0,643.0,643.0
PCGF2,0.51722825,0.12151101,0.522343,0.09372957,1469.0,1402.0,67.0,67.0
GPAM,0.51720256,0.120727055,0.6625613,0.06277776,1470.0,49.0,1421.0,1421.0
ARSD,0.5170963,0.13364787,0.48204544,0.08280447,1471.0,2105.0,-634.0,634.0
COL4A1,0.51701707,0.09600225,0.5261206,0.06691688,1472.0,1335.0,137.0,137.0
SFTPD,0.51701355,0.10084421,0.47333512,0.09387789,1473.0,2237.0,-764.0,764.0
LOC100506937,0.5168728,0.10342247,0.5158207,0.07964316,1474.0,1517.0,-43.0,43.0
TBK1,0.51673853,0.11136611,0.49058288,0.07491954,1475.0,1970.0,-495.0,495.0
SLC47A1,0.51673293,0.12518287,0.4943547,0.12512119,1476.0,1888.0,-412.0,412.0
UBE2D2,0.51666784,0.093028866,0.55680984,0.09001255,1477.0,875.0,602.0,602.0
FGF6,0.5166235,0.15317498,0.42989892,0.11013849,1478.0,2681.0,-1203.0,1203.0
CXXC1,0.5165803,0.115796216,0.4374015,0.08839828,1479.0,2626.0,-1147.0,1147.0
USH1G,0.51616395,0.14962922,0.56231177,0.10002221,1480.0,793.0,687.0,687.0
MAGEB5,0.5159758,0.14213267,0.36357516,0.07369745,1481.0,2975.0,-1494.0,1494.0
NPFFR1,0.5159648,0.13581578,0.5412126,0.07935317,1482.0,1102.0,380.0,380.0
TMEM71,0.51576924,0.11702664,0.560727,0.07347037,1483.0,816.0,667.0,667.0
PEX7,0.5157373,0.1530755,0.6326442,0.07973528,1484.0,148.0,1336.0,1336.0
FAM66C,0.5154591,0.12809828,0.6360282,0.09003417,1485.0,126.0,1359.0,1359.0
DUSP6,0.5154447,0.17031366,0.6278721,0.10785701,1486.0,176.0,1310.0,1310.0
PHLDB3,0.5153095,0.12820052,0.45698738,0.09287831,1487.0,2451.0,-964.0,964.0
HTR2C,0.5152619,0.17791128,0.46539295,0.06850359,1488.0,2342.0,-854.0,854.0
GGT1,0.51523316,0.10387903,0.5441044,0.083865866,1489.0,1064.0,425.0,425.0
SSX5,0.5150702,0.13190284,0.58390856,0.080079906,1490.0,531.0,959.0,959.0
ADAR,0.515055,0.11443194,0.36843386,0.07727312,1491.0,2970.0,-1479.0,1479.0
EVI2A,0.5149734,0.16462982,0.47680122,0.09187552,1492.0,2179.0,-687.0,687.0
SEMA3B,0.51495034,0.12979448,0.5381579,0.08311142,1493.0,1148.0,345.0,345.0
SLC35E1,0.51488894,0.10522882,0.6021505,0.08193996,1494.0,348.0,1146.0,1146.0
HEPACAM2,0.5147563,0.12560733,0.6153407,0.07263554,1495.0,234.0,1261.0,1261.0
ALKBH1,0.5147023,0.112668976,0.5128471,0.08963252,1496.0,1577.0,-81.0,81.0
JPH4,0.51468796,0.18342163,0.47352862,0.07934841,1497.0,2234.0,-737.0,737.0
PP13004,0.5146296,0.1275066,0.53955644,0.0753728,1498.0,1124.0,374.0,374.0
HMGCL,0.5143753,0.14404973,0.47019613,0.10969446,1499.0,2293.0,-794.0,794.0
DAZ2,0.5143055,0.12493922,0.4360443,0.08814733,1500.0,2638.0,-1138.0,1138.0
AFP,0.5139288,0.14296965,0.4321722,0.08121823,1501.0,2660.0,-1159.0,1159.0
CAVIN1,0.5139006,0.12463687,0.488158,0.08434488,1502.0,2006.0,-504.0,504.0
NELFA,0.5138908,0.121532805,0.39312598,0.08175388,1503.0,2893.0,-1390.0,1390.0
PDHA1,0.5138788,0.15770507,0.513447,0.09018058,1504.0,1562.0,-58.0,58.0
H3C13,0.51380646,0.10748587,0.50948894,0.09726581,1505.0,1631.0,-126.0,126.0
SGO2,0.513722,0.117524266,0.46241176,0.09656131,1506.0,2375.0,-869.0,869.0
PTPN23,0.5136379,0.1120219,0.47737014,0.08523828,1507.0,2173.0,-666.0,666.0
SCGN,0.51361537,0.16031677,0.51374835,0.08084866,1508.0,1556.0,-48.0,48.0
NUCB1,0.5136043,0.10489267,0.49919927,0.11533223,1509.0,1797.0,-288.0,288.0
KAT6A,0.51360065,0.1289756,0.5082857,0.08957291,1510.0,1650.0,-140.0,140.0
ADGRA1,0.5135128,0.12933744,0.36887342,0.09407186,1511.0,2969.0,-1458.0,1458.0
CCDC172,0.51350874,0.14970556,0.51907295,0.08394395,1512.0,1456.0,56.0,56.0
AGPAT2,0.5134682,0.11128632,0.51151574,0.073343895,1513.0,1598.0,-85.0,85.0
NUCKS1,0.51336807,0.13155717,0.42163104,0.10266294,1514.0,2741.0,-1227.0,1227.0
C2orf27A,0.51331615,0.11163633,0.5095022,0.08699404,1515.0,1629.0,-114.0,114.0
MAD2L1BP,0.5131896,0.11356791,0.5626611,0.077567846,1516.0,788.0,728.0,728.0
ARPC5,0.5127036,0.123039216,0.5117475,0.077911384,1517.0,1593.0,-76.0,76.0
CFAP69,0.5126935,0.12440173,0.54057884,0.098707244,1518.0,1109.0,409.0,409.0
PHF1,0.51265115,0.15471719,0.627534,0.099249914,1519.0,177.0,1342.0,1342.0
GOLGA8S,0.5126448,0.12973098,0.5609999,0.07597572,1520.0,812.0,708.0,708.0
TSPYL4,0.5126197,0.1337064,0.42540553,0.10736864,1521.0,2719.0,-1198.0,1198.0
SERPINB6,0.5125516,0.10853507,0.5133796,0.11729081,1522.0,1566.0,-44.0,44.0
GGA2,0.5124268,0.13634801,0.4272829,0.10046333,1523.0,2708.0,-1185.0,1185.0
SELENOI,0.5123909,0.12922326,0.41852942,0.11497202,1524.0,2755.0,-1231.0,1231.0
GALK1,0.51234335,0.1350635,0.5941527,0.07825672,1525.0,429.0,1096.0,1096.0
TEKT4P2,0.51233244,0.09825191,0.4961754,0.07455069,1526.0,1855.0,-329.0,329.0
OR8B8,0.5123198,0.106894724,0.6052487,0.11503989,1527.0,317.0,1210.0,1210.0
ANXA7,0.51230377,0.12077131,0.4343627,0.09456419,1528.0,2647.0,-1119.0,1119.0
DOK1,0.5122988,0.13261013,0.54489017,0.09897533,1529.0,1048.0,481.0,481.0
NIPAL1,0.5122192,0.10554946,0.38289583,0.08582456,1530.0,2933.0,-1403.0,1403.0
CROCCP2,0.51221085,0.14946425,0.537464,0.07693567,1531.0,1167.0,364.0,364.0
MORF4L2-AS1,0.5121198,0.104956865,0.48372942,0.07896506,1532.0,2077.0,-545.0,545.0
KIAA0355,0.5120842,0.1578138,0.4657111,0.10997944,1533.0,2337.0,-804.0,804.0
WBP1L,0.5119437,0.12589072,0.4648138,0.1025043,1534.0,2349.0,-815.0,815.0
WDR74,0.51186854,0.098106086,0.5481538,0.09060805,1535.0,1003.0,532.0,532.0
ASB4,0.5118464,0.13343266,0.6531022,0.07606183,1536.0,72.0,1464.0,1464.0
RCOR1,0.51183134,0.12448348,0.4625681,0.10894484,1537.0,2371.0,-834.0,834.0
MLPH,0.5118036,0.1298625,0.5078062,0.09544225,1538.0,1661.0,-123.0,123.0
RPS2,0.51172507,0.14232753,0.4822158,0.094404675,1539.0,2100.0,-561.0,561.0
CHGA,0.511717,0.14586753,0.5946312,0.095332876,1540.0,423.0,1117.0,1117.0
LOC100128059,0.51171595,0.13675414,0.598035,0.086215295,1541.0,385.0,1156.0,1156.0
SRGAP2,0.5116954,0.16429141,0.61455274,0.10901098,1542.0,243.0,1299.0,1299.0
GIGYF1,0.51167893,0.14971045,0.42669365,0.091472395,1543.0,2710.0,-1167.0,1167.0
RASA4,0.51153505,0.13004687,0.58407664,0.09720137,1544.0,526.0,1018.0,1018.0
GTF2H2C,0.511297,0.09706255,0.5704273,0.105360866,1545.0,696.0,849.0,849.0
KCNT2,0.5112443,0.121570535,0.610419,0.072170235,1546.0,273.0,1273.0,1273.0
TTTY7B,0.5112022,0.10463557,0.43135235,0.14217713,1547.0,2671.0,-1124.0,1124.0
GNG5,0.5111081,0.12714067,0.42773077,0.076823056,1548.0,2704.0,-1156.0,1156.0
H2AC20,0.5110338,0.18383005,0.48485258,0.12364532,1549.0,2063.0,-514.0,514.0
STPG2,0.51101303,0.13501456,0.5600096,0.07642778,1550.0,824.0,726.0,726.0
ACTN1,0.5110055,0.19333744,0.4757195,0.09136455,1551.0,2200.0,-649.0,649.0
UBA3,0.51098776,0.1360102,0.54721165,0.0832992,1552.0,1015.0,537.0,537.0
SEL1L,0.5109736,0.13879196,0.5680648,0.082474716,1553.0,720.0,833.0,833.0
ROPN1L,0.5109662,0.13220103,0.59599453,0.079311475,1554.0,404.0,1150.0,1150.0
PRB4,0.51090956,0.12878819,0.38626376,0.084068775,1555.0,2919.0,-1364.0,1364.0
EFCAB13,0.5109081,0.123648256,0.65999043,0.09373697,1556.0,58.0,1498.0,1498.0
ZC2HC1A,0.5108728,0.14006086,0.6828103,0.0742945,1557.0,20.0,1537.0,1537.0
PHLDA3,0.5108693,0.10587171,0.6078514,0.08837312,1558.0,297.0,1261.0,1261.0
ALDH3A2,0.51085186,0.13826077,0.46840352,0.13399479,1559.0,2311.0,-752.0,752.0
B3GNT2,0.51083505,0.11748772,0.4494508,0.07604546,1560.0,2527.0,-967.0,967.0
SS18,0.51077783,0.19975768,0.57996386,0.11004201,1561.0,578.0,983.0,983.0
NLRP5,0.5106807,0.13331412,0.44106466,0.10397896,1562.0,2597.0,-1035.0,1035.0
TYW1,0.5106183,0.12572382,0.5358478,0.10615259,1563.0,1193.0,370.0,370.0
TOMM5,0.51058114,0.13042678,0.46238318,0.102890216,1564.0,2376.0,-812.0,812.0
C11orf42,0.51042026,0.14529894,0.47141165,0.08961853,1565.0,2269.0,-704.0,704.0
HBS1L,0.5103076,0.14313625,0.48077816,0.09301758,1566.0,2124.0,-558.0,558.0
LOC729175,0.51027995,0.21177125,0.61771125,0.094290756,1567.0,226.0,1341.0,1341.0
CRTAP,0.5101594,0.1453454,0.55886596,0.11945333,1568.0,842.0,726.0,726.0
GUSBP3,0.5101266,0.12190555,0.57147074,0.10504565,1569.0,688.0,881.0,881.0
FANCI,0.51011306,0.10976182,0.49348092,0.11333982,1570.0,1908.0,-338.0,338.0
RGS12,0.5101075,0.15891407,0.4752045,0.070542574,1571.0,2208.0,-637.0,637.0
MT1M,0.5100176,0.13504614,0.59133714,0.12771545,1572.0,448.0,1124.0,1124.0
TGM3,0.50999063,0.16906841,0.66725713,0.087515555,1573.0,44.0,1529.0,1529.0
FAHD2A,0.5098866,0.11550216,0.49292022,0.08323906,1574.0,1921.0,-347.0,347.0
U2SURP,0.5098461,0.14207272,0.51983315,0.08149026,1575.0,1445.0,130.0,130.0
TBXAS1,0.5098192,0.18544154,0.5417962,0.10638281,1576.0,1089.0,487.0,487.0
ANKRD39,0.50975925,0.10745248,0.40033925,0.10194888,1577.0,2865.0,-1288.0,1288.0
CD2AP,0.5097303,0.12880407,0.47662187,0.08845052,1578.0,2185.0,-607.0,607.0
FOSB,0.509686,0.1349225,0.5602084,0.07264227,1579.0,822.0,757.0,757.0
CTDNEP1,0.50955576,0.15798797,0.4722772,0.093401596,1580.0,2255.0,-675.0,675.0
POU3F2,0.50948095,0.15016036,0.45248577,0.081907414,1581.0,2501.0,-920.0,920.0
CEP295NL,0.5094591,0.20832549,0.5098103,0.08823194,1582.0,1625.0,-43.0,43.0
TRIM31,0.50940454,0.12235638,0.48648733,0.07876545,1583.0,2034.0,-451.0,451.0
WAKMAR2,0.5093316,0.12774263,0.4815817,0.096858814,1584.0,2113.0,-529.0,529.0
LINC00029,0.50928,0.12225999,0.516139,0.08714341,1585.0,1509.0,76.0,76.0
PRC1,0.5092545,0.13286021,0.5116379,0.08918815,1586.0,1595.0,-9.0,9.0
CCDC144BP,0.50923866,0.111397766,0.4372198,0.08467716,1587.0,2629.0,-1042.0,1042.0
TTLL5,0.50913596,0.13294737,0.52412784,0.10763164,1588.0,1371.0,217.0,217.0
NFIL3,0.508998,0.11796069,0.5826412,0.10009518,1589.0,546.0,1043.0,1043.0
TRIM51EP,0.50896746,0.10053855,0.4954786,0.10036537,1590.0,1869.0,-279.0,279.0
PCDHGA11,0.50886685,0.11752822,0.48762295,0.086831965,1591.0,2012.0,-421.0,421.0
TM6SF1,0.5088303,0.12803033,0.4659767,0.09522421,1592.0,2334.0,-742.0,742.0
TBC1D9B,0.5087496,0.15376094,0.5128825,0.06993552,1593.0,1576.0,17.0,17.0
KLF1,0.5087211,0.13689646,0.5819502,0.084255,1594.0,555.0,1039.0,1039.0
FGF9,0.5086974,0.121575765,0.60252905,0.08128505,1595.0,343.0,1252.0,1252.0
WBP11P1,0.5086809,0.14424504,0.4526657,0.10564866,1596.0,2497.0,-901.0,901.0
P4HTM,0.5085498,0.11748142,0.5631065,0.10316829,1597.0,783.0,814.0,814.0
IL21,0.50847375,0.19713609,0.49580303,0.10749385,1598.0,1864.0,-266.0,266.0
TIPARP,0.5082485,0.11312462,0.44254875,0.083155386,1599.0,2588.0,-989.0,989.0
FRMPD1,0.50810814,0.1269848,0.5317062,0.098842375,1600.0,1246.0,354.0,354.0
NOTCH2,0.5080294,0.12404007,0.5501926,0.06997676,1601.0,970.0,631.0,631.0
MCM3AP,0.5078576,0.13445072,0.45281273,0.08511794,1602.0,2491.0,-889.0,889.0
AVPI1,0.50784224,0.13233072,0.5852672,0.08837063,1603.0,511.0,1092.0,1092.0
KRTAP3-2,0.5078336,0.13315919,0.5524556,0.07986252,1604.0,936.0,668.0,668.0
TRIM7,0.5077613,0.15439114,0.48284388,0.08927362,1605.0,2095.0,-490.0,490.0
CDH26,0.5075864,0.11892596,0.5531759,0.09881753,1606.0,925.0,681.0,681.0
EPS8L1,0.5075538,0.13907565,0.5422798,0.09924625,1607.0,1084.0,523.0,523.0
PEX6,0.50751716,0.10199242,0.3995591,0.09179981,1608.0,2867.0,-1259.0,1259.0
CRHBP,0.5075016,0.12195959,0.5681769,0.06482756,1609.0,718.0,891.0,891.0
GDE1,0.50749815,0.14144947,0.56500316,0.10365798,1610.0,752.0,858.0,858.0
TNFSF9,0.5074898,0.10656192,0.5020247,0.094403744,1611.0,1745.0,-134.0,134.0
CXCL1,0.50744545,0.1218101,0.55462086,0.09497669,1612.0,905.0,707.0,707.0
H3-3B,0.507429,0.11506997,0.47860652,0.108562045,1613.0,2152.0,-539.0,539.0
CTRL,0.50727457,0.10625712,0.60615236,0.13141498,1614.0,311.5,1302.5,1302.5
VENTXP7,0.5070983,0.13873966,0.53783995,0.09187582,1615.0,1156.0,459.0,459.0
GATAD1,0.50709456,0.14375025,0.55937314,0.086458616,1616.0,837.0,779.0,779.0
KDM1A,0.5070935,0.13952303,0.63328534,0.077723764,1617.0,143.0,1474.0,1474.0
SLC1A6,0.507067,0.122822836,0.5818313,0.105641015,1618.0,557.0,1061.0,1061.0
MYNN,0.5068117,0.103195116,0.53853154,0.08461962,1619.0,1141.0,478.0,478.0
MAP6D1,0.5068066,0.108993344,0.57227504,0.07096958,1620.0,674.0,946.0,946.0
TLCD2,0.5067944,0.16274534,0.45668668,0.067844234,1621.0,2453.0,-832.0,832.0
HSP90AA6P,0.5066398,0.15731014,0.43860194,0.10360033,1622.0,2619.0,-997.0,997.0
SH3BGRL3,0.5063503,0.19001585,0.4096336,0.087565236,1623.0,2814.0,-1191.0,1191.0
DRD4,0.50633323,0.14126003,0.4985556,0.082023405,1624.0,1806.0,-182.0,182.0
SHMT1,0.506265,0.117802106,0.6286793,0.08128306,1625.0,170.0,1455.0,1455.0
GPR31,0.50617474,0.13106279,0.5798166,0.13075992,1626.0,580.0,1046.0,1046.0
CD300LG,0.5061682,0.15259941,0.6198409,0.104520686,1627.0,209.0,1418.0,1418.0
SLITRK2,0.5060819,0.11109806,0.48551145,0.11929217,1628.0,2048.0,-420.0,420.0
NAPB,0.5060736,0.13597548,0.6117728,0.100913264,1629.0,265.0,1364.0,1364.0
DGCR6,0.50595194,0.13684565,0.49986288,0.13712403,1630.0,1789.0,-159.0,159.0
SEL1L3,0.5057602,0.13391598,0.5149848,0.0820469,1631.0,1533.0,98.0,98.0
FABP6,0.50575864,0.13125877,0.6603177,0.08005518,1632.0,56.0,1576.0,1576.0
ZNF346,0.5057427,0.13574786,0.5033154,0.09341313,1633.0,1723.0,-90.0,90.0
USB1,0.5057145,0.20434989,0.47319794,0.089587875,1634.0,2240.0,-606.0,606.0
CSPP1,0.50571316,0.13024312,0.551921,0.14219156,1635.0,946.0,689.0,689.0
AGMAT,0.50570214,0.108042434,0.48245165,0.07684712,1636.0,2097.0,-461.0,461.0
TMEM72,0.5056666,0.11216531,0.47319692,0.08958914,1637.0,2241.0,-604.0,604.0
CDC25C,0.50565773,0.11300783,0.572898,0.06976161,1638.0,666.0,972.0,972.0
TBC1D32,0.50565535,0.110246226,0.4601082,0.084260374,1639.0,2401.0,-762.0,762.0
CCDC141,0.505595,0.10296473,0.53722334,0.08132473,1640.0,1173.0,467.0,467.0
LOC642620,0.5053282,0.10244056,0.5044337,0.081778765,1641.0,1700.0,-59.0,59.0
H2BW4P,0.5053175,0.14569832,0.49225783,0.08855728,1642.0,1938.0,-296.0,296.0
FTCD,0.50522566,0.1503958,0.581302,0.07507302,1643.0,566.0,1077.0,1077.0
HYOU1,0.5052073,0.10204997,0.4814369,0.117275864,1644.0,2114.0,-470.0,470.0
OAZ3,0.50513834,0.114068046,0.50686777,0.1279918,1645.0,1674.0,-29.0,29.0
KSR1,0.5051279,0.14888562,0.6070308,0.10445353,1646.0,306.0,1340.0,1340.0
MOGAT3,0.5051015,0.10638215,0.5614232,0.08120472,1647.0,808.0,839.0,839.0
PATZ1,0.505022,0.106249556,0.44295704,0.09966669,1648.0,2586.0,-938.0,938.0
P3H1,0.5049274,0.15126793,0.5823564,0.0941754,1649.0,549.0,1100.0,1100.0
ALG1,0.50488204,0.13359548,0.52995884,0.10968595,1650.0,1274.0,376.0,376.0
FXYD6,0.50484717,0.11321564,0.6720388,0.07318428,1651.0,36.0,1615.0,1615.0
TREM2,0.504777,0.10411757,0.49051014,0.104279116,1652.0,1971.0,-319.0,319.0
TRPC1,0.5047563,0.16552657,0.5928912,0.08431487,1653.0,434.0,1219.0,1219.0
FAM185A,0.5044559,0.10892913,0.57717323,0.08718164,1654.0,606.0,1048.0,1048.0
CA8,0.5044551,0.15221134,0.58058214,0.09686524,1655.0,572.0,1083.0,1083.0
PTPN5,0.50444096,0.18771625,0.4904326,0.081740595,1656.0,1974.0,-318.0,318.0
MARK2P21,0.5041638,0.11290244,0.5729597,0.09764012,1657.0,663.0,994.0,994.0
PLK3,0.5041573,0.14434718,0.61338806,0.07716238,1658.0,253.0,1405.0,1405.0
LAMA4,0.5041211,0.15733342,0.51831347,0.07148679,1659.0,1467.0,192.0,192.0
UBTF,0.50411284,0.19724198,0.5742893,0.12609676,1660.0,639.0,1021.0,1021.0
LINC01405,0.5039984,0.15647234,0.61136556,0.09269687,1661.0,269.0,1392.0,1392.0
LSM14B,0.50396156,0.107590765,0.5519449,0.074440025,1662.0,943.0,719.0,719.0
PRSS50,0.50394547,0.10129352,0.51022977,0.07946849,1663.0,1621.0,42.0,42.0
SMC1B,0.503808,0.1153182,0.4343611,0.117016084,1664.0,2648.0,-984.0,984.0
LOC644686,0.50373036,0.13291979,0.5577638,0.09597619,1665.0,859.0,806.0,806.0
SEPTIN7P2,0.50355935,0.10075979,0.5129098,0.08576891,1666.0,1575.0,91.0,91.0
TBCA,0.50342935,0.124969475,0.56248224,0.09443699,1667.0,792.0,875.0,875.0
EIF1AD,0.5034148,0.13315019,0.48954734,0.07497359,1668.0,1984.0,-316.0,316.0
SLC39A12,0.50333774,0.15299864,0.5106664,0.1111937,1669.0,1613.0,56.0,56.0
UPP1,0.503299,0.10606221,0.42801303,0.118409626,1670.0,2699.0,-1029.0,1029.0
FGF20,0.50328636,0.1270228,0.50425565,0.11999608,1671.0,1704.0,-33.0,33.0
EPB41L4A-DT,0.503178,0.11414385,0.6901132,0.11610963,1672.0,15.0,1657.0,1657.0
LRRC31,0.50316423,0.16506107,0.5637845,0.08292861,1673.0,772.0,901.0,901.0
PSMD11,0.5031497,0.12247334,0.6187976,0.088214636,1674.0,215.0,1459.0,1459.0
OR2T11,0.50313985,0.19731247,0.6025998,0.08740901,1675.0,341.0,1334.0,1334.0
G3BP1,0.503094,0.17817786,0.49702492,0.080198504,1676.0,1832.0,-156.0,156.0
FAM83H,0.50307906,0.14620155,0.5723391,0.094158135,1677.0,673.0,1004.0,1004.0
HDAC7,0.50306976,0.13250639,0.5768004,0.08646043,1678.0,609.0,1069.0,1069.0
UQCRB,0.5030458,0.111118115,0.48219943,0.08795675,1679.0,2102.0,-423.0,423.0
FURIN,0.50288635,0.13021232,0.59571046,0.08101209,1680.0,409.0,1271.0,1271.0
EPN1,0.50276935,0.13776813,0.46260953,0.0909752,1681.0,2370.0,-689.0,689.0
WDR44,0.5024189,0.11593582,0.53406906,0.10347607,1682.0,1215.0,467.0,467.0
ANKRD30BP2,0.5023226,0.1266821,0.55158424,0.073176116,1683.0,950.0,733.0,733.0
TTTY23B,0.50219244,0.109612145,0.46505305,0.093779735,1684.0,2346.0,-662.0,662.0
ANKHD1-EIF4EBP3,0.501789,0.10526809,0.6418797,0.0874177,1685.0,101.0,1584.0,1584.0
SCN3B,0.5017639,0.14084399,0.51241,0.10989474,1686.0,1586.0,100.0,100.0
AZU1,0.50164837,0.16452053,0.50692046,0.11548127,1687.0,1672.0,15.0,15.0
LSM10,0.5014593,0.12098655,0.5648185,0.08726526,1688.0,758.0,930.0,930.0
NDNF,0.50140154,0.10912275,0.5858599,0.10075401,1689.0,503.0,1186.0,1186.0
LOC653160,0.5013939,0.12757486,0.46782932,0.10860189,1690.0,2315.0,-625.0,625.0
TBPL1,0.5013604,0.23561683,0.59442353,0.10309474,1691.0,426.0,1265.0,1265.0
