gene,mean_gate_score,std_gate_score
BRPF1,0.46653798,0.097726084
CACHD1,0.46653086,0.09833433
GABBR2,0.4663511,0.08371768
NUTM1,0.46610823,0.08756609
VCX3B,0.46609586,0.09613258
TM6SF1,0.4659767,0.09522421
CSN1S2AP,0.46597454,0.06855946
FAM106A,0.46578702,0.1065227
KIAA0355,0.4657111,0.10997944
SMAP2,0.46556586,0.12917618
NPIPA1,0.4655527,0.09538959
CTRC,0.46547058,0.13157694
AMY2B,0.46540183,0.13260482
HTR2C,0.46539295,0.06850359
SLC35F1,0.46521762,0.10033876
HBQ1,0.4650987,0.09398541
DTL,0.4650564,0.116272
TTTY23B,0.46505305,0.093779735
LGR5,0.46499947,0.10785999
LLPH,0.46490645,0.07530064
WBP1L,0.4648138,0.1025043
ALMS1,0.4647911,0.07079164
AHNAK2,0.46473613,0.08628499
EFCAB8,0.46470547,0.12863237
IDI1,0.46414298,0.10844382
SREBF1,0.4641351,0.07243145
GRK7,0.4640817,0.0762695
TOB2,0.46405584,0.074942365
DDX5,0.46399772,0.08853285
OR51G1,0.4639731,0.08692667
TDRP,0.4639435,0.08267621
SERPINB7,0.46383005,0.10125771
TSR3,0.46380433,0.07930187
METTL16,0.46377388,0.08680395
LRRC10,0.46338695,0.124660514
TAS2R43,0.46318474,0.09914418
CD96,0.4630775,0.12276001
MIDN,0.462999,0.07532325
KLHL9,0.46284306,0.11038585
MON1B,0.46282178,0.10196622
TPTE2P2,0.46277696,0.084104694
EPN1,0.46260953,0.0909752
RCOR1,0.4625681,0.10894484
NUGGC,0.46254772,0.084085464
LIPT1,0.46248707,0.10783226
OR1F2P,0.46243754,0.11222937
SGO2,0.46241176,0.09656131
TOMM5,0.46238318,0.102890216
CLDN1,0.4623454,0.08056016
CRB3,0.46220744,0.08116204
GPR139,0.46206877,0.06524098
TYW5,0.46199417,0.097542346
HPCA,0.46192992,0.096086055
RPGRIP1L,0.46184272,0.11841567
ADIPOR1,0.46183163,0.13634138
WIPF3,0.46173355,0.105839744
CRIP3,0.46171942,0.083610855
MRPL58,0.46170107,0.10166654
TCEAL4,0.46170026,0.093198195
PTRH1,0.4615973,0.09742034
MPPED2,0.46153367,0.096690044
PAPPA,0.46135128,0.09625484
C15orf56,0.4611469,0.11206954
KLHDC7A,0.46112064,0.08383226
H2BC14,0.46109855,0.121342875
FMN2,0.46102223,0.10104497
QPRT,0.46085367,0.11824427
COX8A,0.4607342,0.09811778
KIAA0319,0.4606608,0.11302125
CNP,0.46045393,0.08267824
KRTAP19-1,0.46044526,0.09187679
MGRN1,0.4601152,0.12739386
TBC1D32,0.4601082,0.084260374
SPDYE3,0.4600794,0.11742569
CCNE1,0.46004024,0.08619074
KRTAP10-7,0.45993614,0.076708354
EIF4E2,0.4598691,0.0730918
LRP5,0.45986834,0.14122064
PIGN,0.45976788,0.07722037
FGFBP2,0.45970434,0.0839811
LINC02774,0.45964432,0.08397374
HAUS2,0.45957989,0.091739595
PRSS3P2,0.45955962,0.09770408
CDC20,0.45948657,0.07051105
YIPF1,0.4594568,0.08722242
DDAH2,0.45931536,0.09271821
CCNI,0.45921856,0.09785521
ACTR3BP5,0.45921785,0.084168084
TBC1D2,0.45918226,0.088545956
PTGES,0.45915318,0.065003715
LCK,0.4591397,0.14507112
LMAN2,0.4591226,0.0793463
SPPL2A,0.45901427,0.09203374
DOLPP1,0.459008,0.09214232
NECTIN1,0.45896566,0.09356595
GRIN3A,0.45867985,0.094752006
PSMA4,0.45865843,0.112579376
LOC401442,0.45861852,0.10275433
CCDC158,0.45854342,0.10170531
SYF2,0.45847395,0.08389336
NKAIN4,0.45846444,0.09036723
PTN,0.4584345,0.08774744
P2RX6P,0.45838556,0.082764894
PTS,0.45837516,0.090254426
TCEAL8,0.45829114,0.0812767
NF1,0.45804933,0.07413861
FBN2,0.4580271,0.09355921
VPS35L,0.45794758,0.105204314
CLK3,0.45783457,0.0969881
ZBTB6,0.4578081,0.08786074
OR5M3,0.45777908,0.0734642
PLCE1,0.45764637,0.09023311
PLCB3,0.45759708,0.11412072
TSPAN15,0.45758787,0.07564695
ZBTB37,0.45757207,0.0818061
SGCA,0.4574301,0.07324729
TMEM243,0.45721516,0.06720832
RPS28,0.45717692,0.083003834
MRTFB,0.4571218,0.09715586
GPR1,0.45705807,0.092020415
CCDC196,0.4570423,0.10431039
CHIC1,0.45698994,0.13864869
PHLDB3,0.45698738,0.09287831
PAGE2B,0.4568573,0.08726593
TLCD2,0.45668668,0.067844234
TRIM17,0.45651257,0.11364236
OR8S1,0.4564753,0.098804615
USP44,0.45646855,0.09959486
GNB2,0.456421,0.075600676
GAGE2B,0.45637444,0.08483879
CST13P,0.45631948,0.101652004
NR2C1,0.45621684,0.0931442
SDHALP2,0.4561363,0.07986962
CRYGA,0.45609683,0.098487444
TMIGD2,0.45609266,0.09000211
MCM8,0.4560901,0.091783695
CUEDC2,0.4560254,0.08384502
AGL,0.45568246,0.1120924
SYN3,0.45552135,0.09066152
MORC2-AS1,0.45548058,0.07495782
LOC100288238,0.45547023,0.103835486
TSPYL5,0.45529404,0.07749071
ZNF557,0.45528993,0.08191328
MRPL23,0.45526463,0.08129367
POGLUT3,0.45525792,0.09012098
LOC389641,0.45504698,0.09399527
SPDYE8P,0.45493308,0.12207298
AP5Z1,0.45472756,0.088258445
SSTR2,0.4546929,0.06871705
THPO,0.4546542,0.08414914
ST7-AS1,0.45464334,0.08822305
SCN1A,0.45447165,0.10025547
MRPL27,0.45442575,0.08894846
CDK14,0.45434752,0.09234119
PARTICL,0.45420262,0.08205193
PGPEP1,0.45403138,0.11050574
CREM,0.45396435,0.10100083
GPR137,0.45353407,0.079738855
ZNF829,0.45345914,0.098246306
FNDC9,0.45336327,0.0847685
CCL24,0.45329374,0.07957062
LINC01931,0.45284078,0.12110456
MCM3AP,0.45281273,0.08511794
H2AP,0.45276767,0.08774295
LCE3C,0.45276684,0.101933904
TBX15,0.4527375,0.09474093
CHRM3,0.45270765,0.08422579
PSMB3,0.4526826,0.09203506
WBP11P1,0.4526657,0.10564866
SFMBT2,0.4525609,0.07997095
CEACAM6,0.4525372,0.12036554
SLAMF7,0.45250645,0.13591318
POU3F2,0.45248577,0.081907414
STK33,0.45247546,0.08165
TOM1L1,0.45242077,0.10623597
ALPK1,0.4523865,0.10042737
TCTEX1D2,0.45229316,0.092189044
TRAPPC5,0.45226514,0.104695685
WT1,0.4521349,0.0990324
GOLGA6L1,0.45210168,0.08469375
SINHCAF,0.45197812,0.087649554
GPR155,0.45178306,0.0900458
FZD4-DT,0.45174316,0.093089476
DDX24,0.4515758,0.11381322
NXF5,0.45153567,0.088931166
IQCM,0.45129374,0.07972788
WDR26,0.45107213,0.08168955
SMEK1,0.4507971,0.11255817
GGNBP2,0.45071018,0.106212385
LPHN1,0.450582,0.1447138
TBC1D7,0.45053434,0.09572521
DHX34,0.45020488,0.07683682
BCL2L12,0.45005435,0.108235285
WASHC5,0.44986355,0.13066842
NREP,0.44979787,0.07546611
RINT1,0.44979185,0.10632211
PSMB8,0.44947627,0.08846803
FAM90A8P,0.44945222,0.08102773
B3GNT2,0.4494508,0.07604546
DEF6,0.449425,0.0903874
SIGLEC17P,0.44934955,0.08713433
SMARCA2,0.44931328,0.093121976
NEFM,0.44915816,0.10691879
GSTM5,0.44913024,0.08696441
LINC02911,0.44889802,0.09473432
CRACR2A,0.44888175,0.06489965
TTLL9,0.44883806,0.07154389
GEM,0.44882727,0.099615216
NACC2,0.44878736,0.11548471
CORO2B,0.4486121,0.083642624
KIFC2,0.44849822,0.08184398
PRDM11,0.4483271,0.09941275
PLEKHG3,0.44825402,0.14948688
MDC1,0.44822052,0.11740746
LINC00662,0.44806406,0.0670804
SNORD21,0.44802052,0.085186526
LINC01000,0.44800457,0.118834704
C1QC,0.44773126,0.10991129
RNF103,0.44772774,0.08215866
MGC16025,0.4475297,0.07484257
ABCC2,0.44749835,0.103962004
UBE2S,0.44729245,0.117582366
BLZF1,0.44704205,0.091965504
C15orf39,0.44698977,0.11384706
NPL,0.44694763,0.122504845
TRPA1,0.44692668,0.10527187
ARHGAP39,0.44690984,0.10477569
CDC42EP5,0.44683176,0.103532635
OAT,0.44672158,0.08522748
TKFC,0.4465677,0.097761184
SPAG1,0.44654706,0.07592147
OTUD7A,0.44654474,0.08134713
PIP5K1B,0.44651064,0.079724535
SLA,0.4464338,0.0991836
SNX4,0.44633758,0.07915599
TTTY6,0.4461658,0.101013266
CFAP161,0.4461157,0.062266897
RGS18,0.44590467,0.12247738
PRAF2,0.44567472,0.10478964
MROH1,0.44558403,0.12673187
PIK3C2A,0.44546694,0.11653093
IL16,0.44544896,0.07977422
IGDCC3,0.44540173,0.071309134
DHX33,0.44532707,0.08137856
ST6GALNAC3,0.44529942,0.07849315
FIGN,0.44512144,0.07758961
YPLR6490,0.44450012,0.07057876
LGI3,0.44440693,0.07735054
OR8D2,0.4442962,0.12260376
MCAT,0.4438578,0.10539948
IRF6,0.44354057,0.077961326
SHROOM3,0.4434349,0.0927266
LOC219690,0.44342926,0.08131584
HERC6,0.4432693,0.08164033
HES5,0.4431947,0.09923564
TMEM147,0.4431383,0.0782035
CBX8,0.4429835,0.07576606
PATZ1,0.44295704,0.09966669
SNAP25,0.44272128,0.11342783
TIPARP,0.44254875,0.083155386
ACTG1P20,0.44234124,0.07629155
SOX17,0.44219774,0.07358098
ZNF516,0.4421221,0.08861229
ATL2,0.44199908,0.097393766
COMT,0.44184098,0.09789483
ARL5C,0.44173393,0.112291515
MYH7,0.44156298,0.095454626
SLC7A6OS,0.44151244,0.09626125
NLRP5,0.44106466,0.10397896
POLR2L,0.4408102,0.08722462
LARS1,0.4407667,0.112857066
MAP2K5,0.4407365,0.080792606
LINC02120,0.44073567,0.073680736
ARHGEF10L,0.4405226,0.07882211
CAMSAP2,0.4403277,0.09856931
NAE1,0.44032544,0.069036394
COX6B1,0.44025043,0.077845246
PSMA3,0.44009933,0.089492574
CCNG1,0.44001406,0.112311564
MALL,0.4399926,0.113698035
HEXB,0.43984967,0.08091339
MORC4,0.43958098,0.07716394
ELFN2,0.43952534,0.10353719
ZXDB,0.43951893,0.11757892
PCDHA12,0.43950585,0.10537632
MRPS34,0.4392907,0.10469233
FBXO44,0.4389076,0.13502733
ZNF536,0.4386598,0.10148044
CSAD,0.43863812,0.124142416
ABCD4,0.4386247,0.123742454
HSP90AA6P,0.43860194,0.10360033
ZNF14,0.43847048,0.0752459
OR2B2,0.43831936,0.103966445
ZNF665,0.4381337,0.07585621
MGC27382,0.43788785,0.082533166
IPP,0.43755513,0.10047545
MSMP,0.43747383,0.064621985
CXXC1,0.4374015,0.08839828
GNS,0.43737406,0.088981695
RTL1,0.43737385,0.113630585
CCDC144BP,0.4372198,0.08467716
MYO1C,0.43719813,0.07741835
SCG3,0.43700406,0.090264335
PRRT4,0.43679443,0.09244587
LINC01869,0.4367344,0.09262446
YTHDF2,0.4365383,0.07367773
PRDM9,0.43647704,0.08911732
TRNT1,0.4364658,0.08221627
TCF7L1,0.43646076,0.083881624
DAZ2,0.4360443,0.08814733
RPL28,0.43545967,0.08335652
RAD23B,0.4354466,0.07004835
FARSB,0.43543825,0.077280685
CCSER2,0.43539548,0.07183961
NUPR2,0.4350774,0.111943856
NRROS,0.43499017,0.09703109
WDR45B,0.434925,0.0782682
LINC01100,0.43443006,0.0842579
ANXA7,0.4343627,0.09456419
SMC1B,0.4343611,0.117016084
GRAP,0.4343537,0.075261705
MRPL32,0.4339298,0.0969432
MAB21L3,0.43377393,0.0712053
ZNF510,0.4335684,0.079225235
ANKRD30A,0.43349802,0.077372365
H1-4,0.43349198,0.09540839
GREB1L,0.43339664,0.10172374
C9orf152,0.43325087,0.07589656
PIM1,0.43314207,0.082035996
GBA3,0.43258873,0.07972676
DEDD,0.4324385,0.08476888
AFP,0.4321722,0.08121823
UBR4,0.43197596,0.08409245
LINC01579,0.43188524,0.093473
OR5K1,0.43187085,0.08488169
SLC4A9,0.4318229,0.107031696
SPATA8,0.4318075,0.08089201
CDC25B,0.43175495,0.09611383
PSORS1C1,0.43174455,0.08669365
CSPG4,0.4316561,0.0931493
PGLYRP3,0.43158698,0.10311466
LINC02913,0.431512,0.08793278
TTTY7B,0.43135235,0.14217713
STRN4,0.43130118,0.09029647
MSRB3,0.43095678,0.102675535
ARMH3,0.43071616,0.07400753
CLEC12B,0.43070704,0.08186772
POU5F1,0.43061095,0.087516345
LCE1D,0.43060157,0.07147847
OR5P3,0.43053994,0.09360903
NBEAP1,0.4303515,0.085931934
CLK2,0.43029442,0.091367215
FGF6,0.42989892,0.11013849
NOTCH4,0.42989495,0.105920106
PLEKHF2,0.4297724,0.091971256
IKBIP,0.42974892,0.088740826
GJA3,0.42972514,0.07359877
TCEAL1,0.42962146,0.11278548
KLHDC3,0.42946807,0.10010985
GJB5,0.42939967,0.10504455
PCNX4,0.42939165,0.09011693
AGBL4,0.42930093,0.09434763
MAGEA11,0.4292777,0.0893184
FUT1,0.4292318,0.091653995
SHISA6,0.4285033,0.07052119
PRDM13,0.4284309,0.0840282
SFXN2,0.42830473,0.07218839
PCGF5,0.42814735,0.12110704
HYI,0.42812678,0.08063285
DNAJC9,0.42805007,0.07659328
UPP1,0.42801303,0.118409626
WDCP,0.4279611,0.07734227
MIRLET7BHG,0.4279185,0.07962522
C2CD2,0.42791295,0.07571527
MGC4294,0.42780355,0.0802457
GNG5,0.42773077,0.076823056
GRIA3,0.42772496,0.07048345
RHOXF1,0.42766964,0.09738947
INTS6,0.42739138,0.073804386
GGA2,0.4272829,0.10046333
CENPX,0.42712593,0.088046834
GIGYF1,0.42669365,0.091472395
GIMAP5,0.42661858,0.08152941
MIOS,0.42657554,0.07510576
DGAT2L6,0.42635563,0.095548116
BRMS1,0.42622593,0.084987454
SPRY3,0.42598093,0.071031705
TSPY3,0.4258932,0.08268117
ANKRD37,0.4257723,0.13476935
L3MBTL4,0.42565238,0.10309836
TSPYL4,0.42540553,0.10736864
CPSF2,0.42530373,0.07650961
SNORD43,0.42495513,0.09190089
LOC157860,0.42492548,0.088607356
FSCB,0.42476788,0.094684914
DIRAS1,0.42450374,0.09478474
AFF1,0.4242705,0.087146334
ERGIC3,0.4237337,0.10415735
SLC5A4,0.42364886,0.09063429
ARHGAP35,0.4234917,0.106973074
TKTL2,0.42341712,0.09058013
EFCAB11,0.42330658,0.087679945
C22orf42,0.423214,0.082326375
CES1P1,0.42287412,0.11126358
UBE4A,0.42274776,0.088408425
HSD11B1L,0.4226079,0.11500061
TUFM,0.42233238,0.080205865
TRMT10C,0.42220223,0.101551935
LUC7L2,0.42205563,0.09634692
TUBGCP2,0.42202023,0.08374544
BCL2L13,0.4218656,0.08545001
ANP32A,0.42173323,0.09126526
NUCKS1,0.42163104,0.10266294
HOOK1,0.42137954,0.06749316
GLS,0.42121646,0.08149448
ARL15,0.42092055,0.07471591
SRSF11,0.42080972,0.072040744
NACAD,0.4206794,0.079410344
OGDH,0.42039162,0.109174356
SH3GLB2,0.4203519,0.09424798
AAK1,0.420307,0.08729403
RAB15,0.42008218,0.08499629
SIGMAR1,0.41962525,0.07608329
UFL1,0.41946903,0.082516626
PILRA,0.419383,0.09106406
ANKLE1,0.4188047,0.08209739
SELENOI,0.41852942,0.11497202
PREX2,0.41847482,0.0718838
SH2D4B,0.41819674,0.08813006
POLR2A,0.41812584,0.095696084
TMEM67,0.41807783,0.096860036
TMEM121B,0.4180391,0.10834877
E2F3,0.4179437,0.08813906
FLJ44838,0.41778538,0.08312383
FSIP2,0.41773042,0.07978399
XIRP2,0.41741824,0.09576702
IFITM3,0.41732943,0.09068288
C11orf71,0.4172743,0.07858365
MAF1,0.41726372,0.09488431
DENND11,0.41723824,0.15042304
RPSA,0.41707823,0.08406848
DEPDC1,0.4170782,0.08954926
TNFRSF4,0.41689375,0.083684646
TBC1D2B,0.4163116,0.11661664
LYL1,0.41629958,0.08119204
BCL6B,0.4162733,0.084826656
LOC646484,0.4162678,0.08507275
KLK7,0.41593188,0.0798693
PCDHGA9,0.41588113,0.07675258
SIX1,0.41582203,0.07321739
CUL7,0.4156317,0.08178244
PPP1R32,0.41562912,0.10240296
ADPRHL1,0.4152361,0.07906397
ZNF436-AS1,0.41521266,0.12157642
CDK12,0.4150961,0.08641043
REXO5,0.4149892,0.08535228
GLRB,0.41493443,0.079027854
UTP18,0.41475353,0.10070025
ORC3,0.41467938,0.07389003
IRX4,0.4146472,0.07993575
SHKBP1,0.4144428,0.08885043
C18orf25,0.41396424,0.108282596
DOP1B,0.41376814,0.10823548
HSPD1,0.41373464,0.07033129
IL13RA1,0.41338283,0.09927574
ZFP14,0.4132446,0.09999297
APOA5,0.41318938,0.12009812
SCAMP1,0.41312805,0.09061383
PTGDR,0.41286772,0.089680925
ABCD3,0.41273814,0.07822689
GRAPL,0.4127188,0.0720112
COPZ1,0.41270038,0.11080192
NDUFC2,0.4126678,0.080929816
URB1-AS1,0.41254583,0.09244824
APLP1,0.41249004,0.112251244
GAK,0.4124469,0.10495958
ELK4,0.4120073,0.091451585
MADD,0.41148916,0.08514956
ATL3,0.41144454,0.096193664
ELF2,0.4112982,0.105521195
REG1A,0.41123885,0.07817304
COA1,0.4111132,0.09686095
RPS6KC1,0.41105637,0.10289642
N4BP2L2,0.41072705,0.090562746
TBCC,0.41018724,0.06933004
SH3BGRL3,0.4096336,0.087565236
ZDHHC17,0.40935135,0.097574644
PKLR,0.40914273,0.104665585
RIC3,0.4089742,0.11645563
HAND2,0.40892237,0.092191696
ACOT12,0.40890476,0.10271678
SLC66A3,0.40848064,0.088190526
THUMPD3,0.4084747,0.09916153
CFDP1,0.40796426,0.08962476
NAMPT,0.4075119,0.11481254
SH3GL1,0.40746534,0.086837895
RAB28,0.40738884,0.08405742
RNF2,0.4072191,0.11517113
FUBP3,0.40707815,0.07182188
ASPN,0.40703902,0.097060695
SERPINE1,0.40653187,0.1009115
PRRG4,0.40644112,0.08998278
MS4A5,0.40633392,0.08880888
ACOT2,0.4063282,0.086317934
TEKT3,0.4061043,0.10462797
TMEM133,0.40607795,0.07652328
NCSTN,0.4056566,0.083023176
C1orf122,0.40555707,0.095803894
B4GALT1,0.40554985,0.08377206
RBM5,0.40535796,0.07268149
NPDC1,0.40505657,0.096620776
ITGAX,0.4050526,0.08831245
CBWD2,0.40501004,0.12291427
RCC1,0.40480846,0.096850395
CASZ1,0.404581,0.11615588
RRP1B,0.40413183,0.09666627
PRKCSH,0.40410683,0.08630846
LHCGR,0.40384766,0.08290121
WBSCR20C,0.4037564,0.108237505
INO80E,0.4035039,0.096948266
MCM4,0.4034254,0.0951376
MGA,0.40340203,0.098614685
RPS29,0.40313712,0.10566378
GDF2,0.4029356,0.10602176
EVI2B,0.4027664,0.09091358
KMT5C,0.4026591,0.1211122
BORCS7,0.40249142,0.09542119
CTXN1,0.4024575,0.08164856
EXOSC8,0.40216342,0.090452604
ALPG,0.4018874,0.093219995
SFTPC,0.40168175,0.08310029
ZDHHC11,0.4012578,0.07539363
MIEF1,0.40121305,0.10555467
RBM38,0.40107778,0.10810327
SLC34A3,0.40076706,0.10191071
FLJ41130,0.40041202,0.06362281
ANKRD39,0.40033925,0.10194888
PLSCR5,0.40014887,0.090187915
PEX6,0.3995591,0.09179981
FAM151A,0.39932862,0.068853535
GPR61,0.39887035,0.09882382
LSG1,0.39860532,0.10058374
RPL32,0.39854333,0.07638659
TMEM238L,0.39828143,0.111070335
ZADH2,0.3982741,0.11075887
KCNG3,0.3981931,0.07195793
C11orf96,0.39777774,0.08941089
LOC649133,0.39773732,0.07738273
NR2C2,0.39772186,0.09721668
PPDPF,0.39754218,0.11932567
FILIP1,0.39715546,0.075875126
SURF6,0.3969272,0.09213784
L3MBTL3,0.39690527,0.08162283
BDH2,0.39658895,0.0944319
PRCP,0.39653137,0.102364734
CYC1,0.39632913,0.1099225
MEAK7,0.39577612,0.109982885
NBPF15,0.3955661,0.07949109
KRTAP4-12,0.39544585,0.080889724
GPRC5B,0.39537218,0.14638428
GNB1,0.39506593,0.07339209
ST8SIA3,0.39411694,0.080419414
ADIG,0.39367723,0.10152265
NAIF1,0.39359856,0.0851055
NELFA,0.39312598,0.08175388
PSKH2,0.39306685,0.09353598
LINGO2,0.39255145,0.07585366
RYK,0.3919098,0.098544106
FLVCR1,0.3915336,0.09041724
CLPTM1,0.39099887,0.09721298
GTF2IRD2B,0.39085382,0.09547358
SCAND2,0.39082804,0.083924815
FANK1,0.39052173,0.094647475
PGAM1,0.39042687,0.0970369
TELO2,0.39040595,0.07450048
ERI2,0.39000347,0.10819247
OR6A2,0.38946876,0.09538733
ZNF843,0.38934228,0.0799736
FNBP1L,0.38923708,0.09619316
MGAT4B,0.38913903,0.087841935
MTG2,0.3889104,0.09231017
ALAD,0.38877383,0.082675956
TSR1,0.38822618,0.08861314
ATP5F1D,0.38760477,0.10212288
PIGL,0.38713297,0.08186726
MAPK10,0.38710102,0.10003375
CARD6,0.3868562,0.065102816
OR6C74,0.38645783,0.08192433
PRAMEF12,0.3864315,0.09159006
LINC00924,0.3863919,0.08181402
PRB4,0.38626376,0.084068775
CXCL9,0.38606384,0.09596794
CATSPER1,0.38585982,0.089911915
HCG27,0.3854243,0.08898459
MMP14,0.38513693,0.093408875
ZNF544,0.3847303,0.10609576
UBOX5,0.38432997,0.08493652
WDR54,0.38390043,0.09199594
TMEM14B,0.3835831,0.07131398
BRCA2,0.3833396,0.09790722
PCDHB6,0.38332328,0.09616152
ELP5,0.38306653,0.11804823
CBFA2T2,0.3830121,0.07411766
SMIM11A,0.382932,0.1004037
NIPAL1,0.38289583,0.08582456
PSRC1,0.38266626,0.08783975
KLHL29,0.3825065,0.082062125
CEBPG,0.38181734,0.080489755
PTPRN,0.38176727,0.08917753
IER3IP1,0.3813457,0.099020466
AGO4,0.38094053,0.0920845
SLC25A19,0.3809026,0.09657553
PSMD8,0.3800057,0.109804355
ZBTB8A,0.37995195,0.082086
NSG2,0.37918255,0.088791676
ZFR2,0.3784599,0.08238697
ARPC4,0.37783656,0.10439182
OR6X1,0.37702742,0.07695831
SPECC1,0.37689936,0.08094825
MBTPS2,0.37668547,0.08613105
PRRG3,0.37634942,0.08842661
ZNF16,0.3756309,0.074542336
COG6,0.37551242,0.1249126
PDGFRB,0.375076,0.10073677
PIP5K1C,0.37464806,0.08421388
BPIFB2,0.37436882,0.08530829
SLC12A9,0.37354097,0.079109274
ADAMTSL1,0.37350103,0.120553
GAFA3,0.37336117,0.10957351
C19orf18,0.37326822,0.08551667
NAT8B,0.37268767,0.082742
SPATS2,0.37217852,0.096313074
FAM149A,0.3717935,0.096505925
ZDHHC7,0.3715589,0.08244843
C6orf47,0.3715572,0.096454404
ZNF362,0.37053466,0.083273426
DPRXP4,0.37042716,0.11997932
PSKH1,0.36988524,0.10320362
CT47A1,0.36940086,0.09564613
LINC01304,0.36930373,0.10987387
ADGRA1,0.36887342,0.09407186
ADAR,0.36843386,0.07727312
RALGPS1,0.3661568,0.06879468
PSMD1,0.36586648,0.08503684
TULP1,0.3657989,0.10855108
LOC644277,0.36516023,0.08876852
MAGEB5,0.36357516,0.07369745
TBCK,0.3585784,0.116984464
LINC01602,0.35808098,0.091455474
CCL14,0.35753885,0.09975447
CDO1,0.3550897,0.09126005
CUEDC1,0.3546698,0.11669126
SPRR1A,0.35437799,0.10187926
ZDHHC4,0.35255843,0.09204149
RSBN1,0.35166514,0.08115311
ZNF815P,0.35116842,0.094090365
CYP4F3,0.3476647,0.08315985
CS,0.3469287,0.1130795
ELOB,0.3450292,0.0932455
TLX2,0.34482235,0.097944185
CANT1,0.33671996,0.12664197
BRINP2,0.33613625,0.10607806
HBB,0.33402327,0.093342446
TSPYL1,0.3335866,0.07821026
FAM90A14P,0.33342415,0.07380903
MLLT1,0.3332542,0.06733653
MTHFD1L,0.33157122,0.07268722
HPF1,0.3287117,0.10352092
WNT2,0.3253739,0.10325845
FPR2,0.32328397,0.08886456
OR2A20P,0.31377977,0.097266585
CAPSL,0.313604,0.09220573
